so_id,customer_id,branch_id,order_date,delivery_date,order_status,payment_terms,total_order_value,total_gst_amount,grand_total,sales_channel
SO-985806,C0299,CHN001,2021-05-23,2021-06-07,Delivered,Advance,656030,170115.40000000002,826145.4,Counter Sale
SO-283700,C0050,KOL001,2021-03-13,2021-03-21,Cancelled,Net 30,1926600,536098.0000000001,2462698.0,Counter Sale
SO-447301,C0392,KOL001,2021-07-31,2021-08-13,Delivered,Net 60,994140,267345.2,1261485.2,Counter Sale
SO-922481,C0442,KOL001,2023-07-29,2023-07-31,Delivered,Net 15,2501600,690898.0000000001,3192498.0,Dealer Network
SO-765024,C0019,KOL001,2021-03-03,2021-03-14,Cancelled,Net 15,1386970,387109.6,1774079.6,Dealer Network
SO-558310,C0149,AHM001,2024-05-15,2024-05-27,Delivered,Advance,3017360,826824.8,3844184.8,Field Sales
SO-797102,C0445,KOL001,2021-04-21,2021-04-30,Delivered,Net 60,1858430,519112.4,2377542.4,Field Sales
SO-133794,C0363,AHM001,2022-06-11,2022-06-22,Delivered,Advance,1657120,454306.6,2111426.6,Counter Sale
SO-926817,C0009,AHM001,2022-06-05,2022-06-06,Delivered,Net 60,2095630,583523.4,2679153.4,Online
SO-889043,C0104,KOL001,2023-08-23,2023-09-07,Delivered,Net 60,125520,30198.6,155718.6,Dealer Network
SO-790690,C0266,CHN001,2021-04-21,2021-05-05,Delivered,Advance,644650,176047.0,820697.0,Field Sales
SO-538173,C0080,CHN001,2024-05-02,2024-05-09,Cancelled,Net 45,3118010,872886.8000000002,3990896.8,Dealer Network
SO-170993,C0467,DEL001,2020-10-05,2020-10-16,Delivered,Net 15,89400,25032.000000000004,114432.0,Online
SO-691852,C0207,KOL001,2020-07-19,2020-07-29,Delivered,Net 30,1823010,506826.8000000001,2329836.8,Dealer Network
SO-152501,C0398,HYD001,2019-07-14,2019-07-23,Cancelled,Net 30,1342500,364530.00000000006,1707030.0,Field Sales
SO-340834,C0196,KOL001,2021-08-16,2021-08-29,Delivered,Net 60,1916940,519374.20000000007,2436314.2,Online
SO-635999,C0321,HYD001,2022-03-01,2022-03-14,Delivered,Net 60,153000,42840.0,195840.0,Counter Sale
SO-377212,C0027,AHM001,2019-04-09,2019-04-24,Delivered,Net 45,560940,149844.2,710784.2,Counter Sale
SO-822368,C0405,PUN001,2019-04-25,2019-05-04,Delivered,Net 30,2943640,820995.2000000001,3764635.2,Counter Sale
SO-477965,C0207,KOL001,2022-10-24,2022-11-08,Cancelled,Net 30,146900,39882.0,186782.0,Dealer Network
SO-298568,C0410,HYD001,2024-10-02,2024-10-13,Delivered,Net 30,852380,237898.4,1090278.4,Counter Sale
SO-247563,C0190,CHN001,2019-07-08,2019-07-22,Delivered,Net 60,84500,23660.000000000004,108160.0,Online
SO-863335,C0150,AHM001,2022-05-21,2022-06-01,Cancelled,Net 45,641720,163299.60000000003,805019.6,Field Sales
SO-954243,C0402,HYD001,2023-05-29,2023-06-13,Delivered,Net 15,1081340,292096.2,1373436.2,Field Sales
SO-781214,C0353,DEL001,2023-08-15,2023-08-21,Cancelled,Net 60,249960,68652.79999999999,318612.80000000005,Counter Sale
SO-398489,C0067,AHM001,2022-12-16,2022-12-18,Delivered,Net 15,1725310,480785.8000000001,2206095.8,Dealer Network
SO-442508,C0307,AHM001,2022-06-09,2022-06-23,Cancelled,Net 15,64040,17047.2,81087.2,Counter Sale
SO-817960,C0280,PUN001,2019-12-20,2019-12-30,Cancelled,Advance,409220,99059.6,508279.6,Counter Sale
SO-631093,C0422,HYD001,2020-06-22,2020-06-25,Cancelled,Net 60,878140,245735.20000000004,1123875.2,Dealer Network
SO-578726,C0431,PUN001,2019-09-10,2019-09-16,Delivered,Net 30,150580,41524.40000000001,192104.4,Dealer Network
SO-926131,C0141,AHM001,2020-01-01,2020-01-04,Delivered,Net 60,277200,77616.00000000001,354816.0,Field Sales
SO-739025,C0329,PUN001,2020-07-18,2020-07-27,Delivered,Net 45,607600,156618.0,764218.0,Online
SO-267218,C0025,PUN001,2021-02-01,2021-02-06,Delivered,Net 45,1185790,316932.20000000007,1502722.2,Online
SO-989407,C0446,HYD001,2021-12-13,2021-12-15,Delivered,Advance,1888210,526917.8,2415127.8,Online
SO-333609,C0218,PUN001,2020-03-07,2020-03-13,Delivered,Advance,4179160,1169828.8,5348988.8,Online
SO-139040,C0168,PUN001,2019-08-28,2019-09-12,Delivered,Net 60,579410,144483.80000000002,723893.8,Dealer Network
SO-418167,C0129,DEL001,2020-08-04,2020-08-05,Delivered,Net 45,751810,206005.8,957815.8,Dealer Network
SO-194260,C0387,KOL001,2024-10-26,2024-11-04,Delivered,Net 45,2600,468.0,3068.0,Field Sales
SO-996362,C0134,AHM001,2021-02-21,2021-03-07,Delivered,Net 60,1223960,336987.80000000005,1560947.8,Field Sales
SO-926317,C0304,DEL001,2019-11-26,2019-11-28,Delivered,Net 60,555600,128738.0,684338.0,Counter Sale
SO-503656,C0222,DEL001,2024-11-10,2024-11-23,Delivered,Net 30,344640,87935.2,432575.2,Field Sales
SO-150015,C0110,CHN001,2022-09-24,2022-09-26,Delivered,Advance,2311820,634737.6000000001,2946557.6,Online
SO-488615,C0471,AHM001,2022-04-23,2022-05-06,Cancelled,Advance,2172770,575573.6000000001,2748343.6,Field Sales
SO-880049,C0037,PUN001,2020-02-19,2020-03-04,Delivered,Advance,54950,9891.0,64841.0,Dealer Network
SO-945640,C0149,AHM001,2023-05-15,2023-05-25,Delivered,Advance,1377600,377108.00000000006,1754708.0,Dealer Network
SO-775608,C0483,DEL001,2024-02-27,2024-03-11,Cancelled,Advance,63200,11376.0,74576.0,Field Sales
SO-491168,C0319,KOL001,2021-04-17,2021-04-24,Delivered,Net 30,1681840,468161.20000000007,2150001.2,Online
SO-558528,C0062,HYD001,2019-05-13,2019-05-19,Delivered,Net 60,1013600,279758.0,1293358.0,Field Sales
SO-706141,C0342,DEL001,2022-08-09,2022-08-10,Cancelled,Net 45,1140380,314593.4,1454973.4,Counter Sale
SO-595780,C0304,DEL001,2024-08-23,2024-09-07,Delivered,Net 60,135200,37856.0,173056.0,Dealer Network
SO-316830,C0243,DEL001,2023-05-21,2023-05-28,Delivered,Net 60,437410,114058.8,551468.8,Dealer Network
SO-811276,C0471,AHM001,2020-10-13,2020-10-15,Cancelled,Advance,3543510,986706.8,4530216.8,Online
SO-307774,C0491,CHN001,2020-07-01,2020-07-05,Delivered,Net 60,535890,146080.2,681970.2,Field Sales
SO-666203,C0224,KOL001,2022-02-11,2022-02-18,Cancelled,Net 60,251250,70350.00000000001,321600.0,Field Sales
SO-827570,C0468,HYD001,2021-11-28,2021-12-11,Delivered,Net 60,699640,184495.2,884135.2,Dealer Network
SO-324577,C0152,CHN001,2024-01-07,2024-01-10,Delivered,Net 15,491080,132194.40000000002,623274.4,Online
SO-523816,C0247,AHM001,2021-12-24,2021-12-30,Delivered,Net 45,2103000,573510.0000000001,2676510.0,Online
SO-679030,C0300,DEL001,2019-07-17,2019-07-25,Delivered,Net 15,3292440,921519.2,4213959.2,Online
SO-780541,C0298,CHN001,2024-05-26,2024-05-30,Delivered,Advance,1552830,432269.4,1985099.4,Counter Sale
SO-256454,C0237,HYD001,2019-06-20,2019-06-30,Cancelled,Advance,163900,45892.00000000001,209792.0,Online
SO-944757,C0499,PUN001,2022-11-11,2022-11-18,Delivered,Advance,2595920,724920.6000000001,3320840.6,Field Sales
SO-138405,C0066,HYD001,2023-09-05,2023-09-17,Delivered,Net 60,621720,166874.6,788594.6,Field Sales
SO-276112,C0113,CHN001,2023-09-26,2023-10-04,Delivered,Advance,2066900,569412.0,2636312.0,Dealer Network
SO-148287,C0250,PUN001,2020-11-19,2020-12-04,Delivered,Advance,3840,691.1999999999999,4531.2,Counter Sale
SO-397062,C0087,HYD001,2021-08-12,2021-08-18,Delivered,Net 60,73830,18359.4,92189.4,Field Sales
SO-253046,C0035,CHN001,2023-11-24,2023-12-09,Delivered,Net 60,2320,417.6,2737.6,Online
SO-275921,C0236,KOL001,2021-11-30,2021-12-13,Delivered,Net 15,165860,43374.8,209234.8,Field Sales
SO-302812,C0279,CHN001,2023-05-08,2023-05-21,Delivered,Advance,396890,108620.2,505510.2,Field Sales
SO-754175,C0411,HYD001,2024-01-15,2024-01-19,Delivered,Advance,2005900,534417.0,2540317.0,Field Sales
SO-400845,C0199,AHM001,2023-04-26,2023-05-03,Delivered,Net 45,648980,179846.40000000002,828826.4,Dealer Network
SO-242125,C0181,PUN001,2019-10-26,2019-11-10,Cancelled,Net 30,3335240,926743.2,4261983.2,Dealer Network
SO-868008,C0084,PUN001,2024-01-21,2024-01-29,Delivered,Net 60,1876400,523432.00000000006,2399832.0,Field Sales
SO-154761,C0134,AHM001,2019-07-08,2019-07-14,Delivered,Net 60,3308880,921048.4,4229928.4,Field Sales
SO-154966,C0025,PUN001,2022-12-31,2023-01-01,Delivered,Net 45,2788420,776285.6000000001,3564705.6,Field Sales
SO-231253,C0338,AHM001,2020-08-21,2020-08-30,Delivered,Net 60,2413960,651667.8,3065627.8,Dealer Network
SO-330632,C0324,CHN001,2021-04-24,2021-05-03,Delivered,Net 45,918880,253178.4,1172058.4,Field Sales
SO-418897,C0003,DEL001,2024-02-08,2024-02-21,Delivered,Net 30,460900,126442.0,587342.0,Counter Sale
SO-442532,C0315,AHM001,2020-05-10,2020-05-12,Delivered,Net 45,1843340,511781.20000000007,2355121.2,Online
SO-841938,C0468,HYD001,2023-12-20,2024-01-02,Delivered,Net 60,12960,2332.8,15292.8,Online
SO-829649,C0436,KOL001,2024-09-25,2024-10-06,Delivered,Net 30,220700,56776.00000000001,277476.0,Counter Sale
SO-929349,C0214,PUN001,2019-08-03,2019-08-16,Delivered,Net 45,375600,102578.0,478178.0,Dealer Network
SO-842600,C0368,CHN001,2024-03-20,2024-03-23,Cancelled,Advance,49110,11599.8,60709.8,Counter Sale
SO-354813,C0094,PUN001,2023-06-02,2023-06-03,Delivered,Advance,1026600,275668.00000000006,1302268.0,Online
SO-461823,C0443,KOL001,2021-03-14,2021-03-22,Delivered,Net 30,914450,235601.00000000003,1150051.0,Counter Sale
SO-248055,C0087,HYD001,2019-05-27,2019-06-09,Cancelled,Net 60,862780,214800.4,1077580.4,Counter Sale
SO-142899,C0491,CHN001,2020-01-05,2020-01-12,Delivered,Net 60,1373150,364667.00000000006,1737817.0,Dealer Network
SO-539167,C0331,DEL001,2021-10-08,2021-10-17,Cancelled,Net 45,717100,190593.0,907693.0,Counter Sale
SO-383024,C0291,HYD001,2020-10-24,2020-10-29,Delivered,Advance,1405280,378270.4,1783550.4,Counter Sale
SO-280317,C0134,AHM001,2019-05-28,2019-06-11,Delivered,Net 60,2674450,721426.0000000001,3395876.0,Online
SO-648676,C0303,AHM001,2021-10-21,2021-11-04,Delivered,Net 45,168350,47138.00000000001,215488.0,Counter Sale
SO-418236,C0141,AHM001,2023-06-05,2023-06-14,Delivered,Net 60,7680,1382.4,9062.4,Field Sales
SO-588824,C0326,KOL001,2024-01-11,2024-01-24,Delivered,Advance,1154060,303845.80000000005,1457905.8,Counter Sale
SO-669488,C0347,DEL001,2023-07-09,2023-07-12,Delivered,Net 45,12650,2277.0,14927.0,Online
SO-419551,C0177,PUN001,2023-12-14,2023-12-19,Delivered,Net 45,1921550,530924.0,2452474.0,Online
SO-887377,C0439,CHN001,2020-01-25,2020-02-02,Delivered,Net 30,161230,40851.4,202081.4,Counter Sale
SO-126523,C0388,PUN001,2024-10-15,2024-10-21,Delivered,Advance,1445050,402559.00000000006,1847609.0,Field Sales
SO-250597,C0463,AHM001,2022-02-02,2022-02-06,Delivered,Net 15,318400,89152.00000000001,407552.0,Dealer Network
SO-629115,C0324,CHN001,2023-05-28,2023-06-10,Delivered,Net 45,1155560,310495.80000000005,1466055.8,Counter Sale
SO-248874,C0243,DEL001,2020-08-06,2020-08-18,Cancelled,Net 60,2025600,555618.0000000001,2581218.0,Counter Sale
SO-877560,C0331,DEL001,2021-09-24,2021-10-05,Delivered,Net 45,590000,162900.0,752900.0,Dealer Network
SO-988074,C0355,HYD001,2024-12-02,2024-12-09,Delivered,Net 45,317700,88716.00000000001,406416.0,Dealer Network
SO-892052,C0089,AHM001,2024-09-29,2024-10-07,Delivered,Net 30,341400,95592.0,436992.0,Dealer Network
SO-506148,C0136,AHM001,2021-08-31,2021-09-10,Delivered,Advance,963700,257916.0,1221616.0,Dealer Network
SO-529095,C0136,AHM001,2022-10-31,2022-11-11,Delivered,Advance,1785950,500066.00000000006,2286016.0,Field Sales
SO-309210,C0454,PUN001,2024-11-14,2024-11-19,Delivered,Net 15,626510,170526.80000000005,797036.8,Counter Sale
SO-863889,C0264,PUN001,2020-11-19,2020-11-29,Delivered,Net 60,663950,183301.0,847251.0,Online
SO-245959,C0460,DEL001,2024-01-06,2024-01-16,Delivered,Net 60,1690000,470880.00000000006,2160880.0,Field Sales
SO-232919,C0210,PUN001,2023-12-31,2024-01-06,Delivered,Net 45,1744000,483980.00000000006,2227980.0,Online
SO-679142,C0033,CHN001,2019-11-17,2019-11-30,Delivered,Net 60,2702400,755532.0,3457932.0,Counter Sale
SO-530466,C0241,AHM001,2022-02-11,2022-02-21,Delivered,Net 60,665500,185320.0,850820.0,Counter Sale
SO-915892,C0115,KOL001,2020-11-27,2020-12-06,Delivered,Net 30,133530,36985.40000000001,170515.4,Counter Sale
SO-801037,C0408,HYD001,2022-01-07,2022-01-08,Delivered,Net 60,1274550,340349.00000000006,1614899.0,Online
SO-854414,C0373,HYD001,2023-06-16,2023-06-23,Delivered,Net 15,3060730,835146.4,3895876.4,Field Sales
SO-718625,C0352,KOL001,2021-09-27,2021-09-29,Delivered,Net 45,2426200,677056.0000000001,3103256.0,Dealer Network
SO-470734,C0490,PUN001,2020-11-19,2020-11-29,Cancelled,Net 30,1856810,503395.8000000001,2360205.8,Field Sales
SO-320847,C0358,PUN001,2020-09-17,2020-09-21,Delivered,Net 15,934050,260649.00000000003,1194699.0,Online
SO-702759,C0171,CHN001,2019-07-03,2019-07-11,Delivered,Net 15,971570,253917.60000000003,1225487.6,Online
SO-340124,C0367,CHN001,2024-11-04,2024-11-18,Delivered,Net 60,1847950,512826.00000000006,2360776.0,Dealer Network
SO-410392,C0373,HYD001,2021-06-10,2021-06-11,Delivered,Net 15,2223550,586924.0000000001,2810474.0,Dealer Network
SO-934212,C0453,CHN001,2022-11-25,2022-11-29,Cancelled,Net 30,2185830,607699.4000000001,2793529.4,Field Sales
SO-654633,C0378,DEL001,2019-04-24,2019-04-27,Delivered,Advance,20300,3654.0,23954.0,Dealer Network
SO-797016,C0421,CHN001,2020-07-28,2020-08-03,Delivered,Net 30,1459240,353463.2,1812703.2,Dealer Network
SO-531634,C0488,CHN001,2019-07-31,2019-08-15,Delivered,Advance,2271210,620187.8,2891397.8,Online
SO-713489,C0442,KOL001,2023-07-08,2023-07-16,Delivered,Net 15,2941600,819878.0000000001,3761478.0,Field Sales
SO-277772,C0467,DEL001,2019-05-04,2019-05-13,Delivered,Net 15,932280,234890.4,1167170.4,Field Sales
SO-163700,C0053,DEL001,2021-07-16,2021-07-26,Delivered,Net 60,1711770,478838.6,2190608.6,Counter Sale
SO-230211,C0487,DEL001,2022-07-13,2022-07-28,Delivered,Net 15,16740,3013.2,19753.2,Field Sales
SO-703649,C0013,AHM001,2021-04-10,2021-04-12,Delivered,Advance,1655000,430150.0,2085150.0,Online
SO-171079,C0027,AHM001,2020-03-16,2020-03-23,Delivered,Net 45,1124240,314383.20000000007,1438623.2,Counter Sale
SO-120435,C0093,CHN001,2020-04-02,2020-04-09,Delivered,Advance,774400,214542.00000000003,988942.0,Online
SO-714573,C0156,CHN001,2023-06-15,2023-06-25,Delivered,Net 15,2593990,721148.2000000001,3315138.2,Dealer Network
SO-624730,C0285,PUN001,2024-12-05,2024-12-14,Delivered,Net 15,724550,181039.0,905589.0,Field Sales
SO-612256,C0021,HYD001,2022-01-01,2022-01-04,Delivered,Net 15,278950,68801.0,347751.0,Online
SO-780516,C0380,HYD001,2021-03-07,2021-03-20,Delivered,Net 45,1141840,309836.2,1451676.2,Field Sales
SO-956260,C0121,PUN001,2020-05-10,2020-05-17,Delivered,Net 30,1588260,444616.8000000001,2032876.8,Field Sales
SO-544811,C0028,PUN001,2019-05-27,2019-06-11,Delivered,Net 45,128460,23122.8,151582.8,Online
SO-785931,C0326,KOL001,2019-08-30,2019-09-04,Delivered,Advance,21900,6132.000000000001,28032.0,Online
SO-128929,C0249,AHM001,2023-12-19,2024-01-03,Delivered,Net 45,2649350,741093.0,3390443.0,Online
SO-164887,C0260,HYD001,2021-11-12,2021-11-26,Cancelled,Net 45,1755120,490781.6,2245901.6,Online
SO-590847,C0077,DEL001,2022-10-25,2022-11-09,Delivered,Net 60,706000,197680.00000000003,903680.0,Dealer Network
SO-849272,C0170,HYD001,2020-11-24,2020-12-01,Cancelled,Net 30,2251300,615094.0,2866394.0,Counter Sale
SO-272523,C0046,AHM001,2023-07-14,2023-07-19,Delivered,Net 45,1426600,398728.00000000006,1825328.0,Counter Sale
SO-600078,C0021,HYD001,2020-08-20,2020-08-26,Delivered,Net 15,774450,206201.00000000003,980651.0,Counter Sale
SO-882920,C0150,AHM001,2021-05-05,2021-05-17,Delivered,Net 45,813170,222170.60000000003,1035340.6,Field Sales
SO-614653,C0311,DEL001,2021-07-26,2021-08-03,Cancelled,Net 45,2416960,666697.8,3083657.8,Field Sales
SO-524487,C0275,AHM001,2022-09-30,2022-10-03,Delivered,Net 15,56500,15820.000000000002,72320.0,Counter Sale
SO-819630,C0046,AHM001,2024-12-09,2024-12-22,Delivered,Net 45,2717980,757996.4000000001,3475976.4,Counter Sale
SO-251227,C0469,KOL001,2024-12-18,2024-12-29,Delivered,Net 45,2750950,762741.0,3513691.0,Field Sales
SO-777918,C0494,CHN001,2020-02-06,2020-02-10,Delivered,Net 45,15950,2871.0,18821.0,Online
SO-376966,C0468,HYD001,2024-12-31,2024-12-31,Cancelled,Net 60,1355220,377509.6,1732729.6,Counter Sale
SO-549439,C0009,AHM001,2020-04-04,2020-04-05,Delivered,Net 60,1114910,297523.80000000005,1412433.8,Dealer Network
SO-826352,C0130,PUN001,2023-08-30,2023-09-10,Delivered,Net 45,10150,1827.0,11977.0,Dealer Network
SO-747018,C0233,KOL001,2020-03-15,2020-03-23,Delivered,Net 45,2264950,633791.0000000001,2898741.0,Field Sales
SO-657554,C0100,KOL001,2021-05-04,2021-05-06,Delivered,Net 30,222290,61482.2,283772.2,Field Sales
SO-424931,C0120,HYD001,2019-01-02,2019-01-13,Delivered,Net 30,98630,17753.4,116383.4,Online
SO-868012,C0435,CHN001,2019-10-11,2019-10-21,Delivered,Net 45,2739220,759399.6000000001,3498619.6,Online
SO-891997,C0112,HYD001,2019-05-05,2019-05-15,Delivered,Net 45,1985910,548153.8,2534063.8,Counter Sale
SO-364345,C0469,KOL001,2020-02-05,2020-02-13,Cancelled,Net 45,122900,33452.0,156352.0,Counter Sale
SO-328757,C0363,AHM001,2021-07-06,2021-07-11,Cancelled,Advance,986050,257639.00000000003,1243689.0,Counter Sale
SO-158806,C0251,CHN001,2023-05-14,2023-05-17,Delivered,Advance,13680,2462.4,16142.4,Dealer Network
SO-745741,C0063,DEL001,2020-12-19,2020-12-24,Delivered,Advance,2595200,698481.0,3293681.0,Dealer Network
SO-658632,C0080,CHN001,2023-04-25,2023-05-04,Delivered,Net 45,2498710,684607.8,3183317.8,Online
SO-747397,C0134,AHM001,2020-11-05,2020-11-17,Delivered,Net 60,3129460,868687.8000000002,3998147.8,Dealer Network
SO-536155,C0167,HYD001,2021-06-13,2021-06-22,Delivered,Net 30,1477880,376533.4,1854413.4,Online
SO-755738,C0359,HYD001,2024-05-04,2024-05-13,Cancelled,Net 45,723050,202454.0,925504.0,Counter Sale
SO-232992,C0277,PUN001,2024-07-03,2024-07-13,Delivered,Net 60,830590,230506.20000000004,1061096.2,Counter Sale
SO-134648,C0304,DEL001,2024-12-25,2025-01-07,Delivered,Net 60,336080,79584.4,415664.4,Counter Sale
SO-795107,C0292,AHM001,2019-01-25,2019-01-30,Delivered,Net 15,2300,414.0,2714.0,Online
SO-433964,C0073,CHN001,2021-06-01,2021-06-16,Delivered,Advance,3955200,1100856.0,5056056.0,Field Sales
SO-366971,C0487,DEL001,2021-04-13,2021-04-26,Cancelled,Net 15,1165600,326368.0,1491968.0,Counter Sale
SO-921017,C0043,CHN001,2019-11-08,2019-11-23,Delivered,Net 30,343580,96144.4,439724.4,Counter Sale
SO-304527,C0047,PUN001,2019-07-06,2019-07-18,Delivered,Net 60,2954340,786676.2000000001,3741016.2,Dealer Network
SO-269682,C0393,KOL001,2019-10-11,2019-10-16,Delivered,Net 15,123180,33122.4,156302.4,Online
SO-899999,C0198,AHM001,2019-03-27,2019-04-09,Delivered,Net 60,6600190,1835604.2,8435794.2,Online
SO-894737,C0356,DEL001,2024-10-03,2024-10-15,Delivered,Net 45,863300,231344.00000000003,1094644.0,Online
SO-527304,C0364,KOL001,2020-04-05,2020-04-06,Delivered,Net 30,688850,191863.00000000003,880713.0,Field Sales
SO-920059,C0228,CHN001,2019-09-09,2019-09-12,Delivered,Net 30,1453990,405093.20000000007,1859083.2,Dealer Network
SO-911317,C0227,KOL001,2023-06-12,2023-06-24,Delivered,Advance,783870,218956.6,1002826.6,Dealer Network
SO-234319,C0348,DEL001,2019-04-15,2019-04-23,Delivered,Net 60,3549850,992913.0,4542763.0,Counter Sale
SO-108101,C0081,HYD001,2019-02-11,2019-02-15,Delivered,Net 15,851860,210429.8,1062289.8,Counter Sale
SO-975444,C0480,AHM001,2022-03-18,2022-03-22,Delivered,Net 45,1295350,338663.0,1634013.0,Online
SO-929248,C0093,CHN001,2024-06-17,2024-07-01,Delivered,Advance,870750,239895.00000000003,1110645.0,Online
SO-495756,C0007,PUN001,2020-10-16,2020-10-22,Cancelled,Net 45,1674840,468071.20000000007,2142911.2,Field Sales
SO-285765,C0155,KOL001,2020-06-20,2020-06-28,Delivered,Net 30,711320,196102.60000000003,907422.6,Field Sales
SO-212666,C0062,HYD001,2024-01-02,2024-01-03,Delivered,Net 60,3092910,861883.8,3954793.8,Field Sales
SO-533712,C0263,CHN001,2021-07-23,2021-07-25,Delivered,Net 60,966430,261107.4,1227537.4,Field Sales
SO-449734,C0398,HYD001,2022-11-02,2022-11-13,Delivered,Net 30,359700,100716.0,460416.0,Counter Sale
SO-165764,C0267,HYD001,2022-07-31,2022-08-04,Delivered,Net 60,636800,178304.00000000003,815104.0,Field Sales
SO-220091,C0093,CHN001,2024-08-14,2024-08-29,Delivered,Advance,1113650,285752.0,1399402.0,Counter Sale
SO-281642,C0042,CHN001,2020-12-10,2020-12-20,Delivered,Net 15,2157900,601412.0000000001,2759312.0,Counter Sale
SO-359118,C0261,DEL001,2023-09-10,2023-09-22,Delivered,Advance,364400,97442.0,461842.0,Field Sales
SO-373382,C0267,HYD001,2020-08-28,2020-09-11,Delivered,Net 60,1744600,479473.00000000006,2224073.0,Field Sales
SO-568746,C0079,DEL001,2021-05-08,2021-05-13,Delivered,Net 60,86350,15543.0,101893.0,Online
SO-899804,C0365,KOL001,2021-02-16,2021-02-18,Delivered,Net 60,2100720,544979.6000000001,2645699.6,Counter Sale
SO-562795,C0022,CHN001,2024-08-28,2024-09-06,Delivered,Net 60,1438000,402640.00000000006,1840640.0,Field Sales
SO-170985,C0462,CHN001,2019-01-06,2019-01-09,Delivered,Net 15,5760,1036.8,6796.8,Field Sales
SO-639729,C0079,DEL001,2023-06-17,2023-06-24,Delivered,Net 60,331200,92736.0,423936.0,Field Sales
SO-587259,C0318,DEL001,2023-10-15,2023-10-18,Cancelled,Net 45,2575900,721252.0,3297152.0,Counter Sale
SO-912985,C0435,CHN001,2023-01-10,2023-01-14,Delivered,Net 45,2137950,569996.0000000001,2707946.0,Online
SO-348533,C0247,AHM001,2023-09-04,2023-09-08,Delivered,Net 45,1611670,447165.6,2058835.6,Dealer Network
SO-552276,C0326,KOL001,2022-05-12,2022-05-23,Delivered,Advance,1152070,297822.60000000003,1449892.6,Online
