payment_uid,payment_id,invoice_id,payment_date,payment_amount,payment_method,invoice_id_ambiguous
PAYUID-000333,PAY-296066,INV-772546,2024-02-17,571041.87,Bank Transfer,False
PAYUID-000334,PAY-856725,INV-772546,2024-01-11,2758243.76,Bank Transfer,False
PAYUID-000335,PAY-342589,INV-565118,2022-11-18,45766.04,Cash,False
PAYUID-000336,PAY-984512,INV-565118,2022-11-25,221519.66,Bank Transfer,False
PAYUID-000337,PAY-354600,INV-565118,2022-12-18,636394.31,Cheque,False
PAYUID-000338,PAY-385607,INV-730194,2023-08-20,1825328.0,Credit Card,False
PAYUID-000339,PAY-232395,INV-773901,2020-10-24,980651.0,Cash,False
PAYUID-000340,PAY-324351,INV-546140,2021-05-17,1035340.6,UPI,False
PAYUID-000341,PAY-803939,INV-466512,2022-11-10,72320.0,Bank Transfer,False
PAYUID-000342,PAY-578493,INV-442290,2024-12-25,3475976.4,Bank Transfer,False
PAYUID-000343,PAY-941876,INV-812083,2025-02-08,3513691.0,Bank Transfer,False
PAYUID-000344,PAY-126086,INV-500698,2020-02-10,12307.44,UPI,False
PAYUID-000345,PAY-956616,INV-317751,2020-05-18,1412433.8,Cash,False
PAYUID-000346,PAY-572323,INV-712509,2023-10-10,11977.0,Cash,False
PAYUID-000347,PAY-857095,INV-721293,2020-05-09,2898741.0,Cash,False
PAYUID-000348,PAY-340316,INV-449696,2021-05-23,283772.2,Credit Card,False
PAYUID-000349,PAY-503949,INV-768057,2019-03-11,116383.4,Bank Transfer,False
PAYUID-000350,PAY-498490,INV-660489,2019-12-09,3498619.6,Cash,False
PAYUID-000351,PAY-870021,INV-753316,2019-07-08,2534063.8,Cheque,False
PAYUID-000352,PAY-627711,INV-778595,2023-08-06,10481.22,Bank Transfer,False
PAYUID-000353,PAY-318044,INV-637376,2023-05-04,3183317.8,Bank Transfer,False
PAYUID-000354,PAY-694794,INV-824854,2020-12-20,3998147.8,Cheque,False
PAYUID-000355,PAY-632660,INV-923912,2021-07-13,1854413.4,Cash,False
PAYUID-000356,PAY-604973,INV-876252,2024-07-15,1061096.2,Cash,False
PAYUID-000357,PAY-627353,INV-527636,2025-02-17,415664.4,Cheque,False
PAYUID-000358,PAY-667238,INV-849623,2019-02-12,278.41,Cheque,False
PAYUID-000359,PAY-803783,INV-849623,2019-03-28,2435.59,Cheque,False
PAYUID-000360,PAY-543659,INV-540329,2020-01-26,161817.21,Credit Card,False
PAYUID-000361,PAY-126766,INV-920141,2019-09-01,206475.07,UPI,False
PAYUID-000362,PAY-820829,INV-920141,2019-08-31,3534541.13,Cash,False
PAYUID-000363,PAY-488875,INV-920331,2019-11-30,65606.37,Credit Card,False
PAYUID-000364,PAY-111032,INV-180343,2019-04-28,8435794.2,UPI,False
PAYUID-000365,PAY-618093,INV-693498,2020-04-29,880713.0,Cheque,False
PAYUID-000366,PAY-878435,INV-628856,2019-10-08,1796802.49,Bank Transfer,False
PAYUID-000367,PAY-675687,INV-628856,2019-10-01,62280.71,Credit Card,False
PAYUID-000368,PAY-977584,INV-562591,2023-08-08,1002826.6,Cash,False
PAYUID-000369,PAY-724151,INV-878185,2019-06-15,4542763.0,Credit Card,False
PAYUID-000370,PAY-978451,INV-233625,2019-04-10,814461.53,Cheque,False
PAYUID-000371,PAY-677436,INV-233625,2019-02-21,247828.27,Cash,False
PAYUID-000372,PAY-218087,INV-166804,2022-03-23,1634013.0,Cheque,True
PAYUID-000373,PAY-543087,INV-644797,2024-07-09,1110645.0,Cash,False
PAYUID-000374,PAY-779280,INV-801186,2020-08-27,907422.6,Cash,False
PAYUID-000375,PAY-503887,INV-461027,2024-01-27,3954793.8,UPI,False
PAYUID-000376,PAY-703197,INV-565419,2021-09-12,804780.47,Credit Card,False
PAYUID-000377,PAY-751553,INV-568008,2022-12-10,134835.48,Cheque,False
PAYUID-000378,PAY-886493,INV-939886,2022-08-29,815104.0,Cheque,False
PAYUID-000379,PAY-566188,INV-847916,2024-09-20,1399402.0,UPI,False
PAYUID-000380,PAY-124268,INV-187203,2021-01-09,2759312.0,Credit Card,False
PAYUID-000381,PAY-241610,INV-133586,2023-11-03,461842.0,Cheque,False
PAYUID-000382,PAY-591492,INV-487080,2020-09-16,609998.74,Credit Card,False
PAYUID-000383,PAY-838761,INV-777140,2021-06-08,101893.0,UPI,False
PAYUID-000384,PAY-116305,INV-564530,2021-03-24,2645699.6,UPI,False
PAYUID-000385,PAY-626955,INV-174288,2024-10-29,1840640.0,Cheque,False
PAYUID-000386,PAY-448314,INV-489554,2019-01-11,6796.8,Credit Card,True
PAYUID-000387,PAY-347628,INV-186305,2023-06-30,88274.56,Bank Transfer,False
PAYUID-000388,PAY-898215,INV-448100,2023-03-03,2707946.0,Cheque,False
PAYUID-000389,PAY-789734,INV-568301,2023-10-26,1592757.7,Cash,False
PAYUID-000390,PAY-267488,INV-560175,2022-07-09,1449892.6,Credit Card,False
PAYUID-000391,PAY-453372,INV-678575,2024-03-02,2404001.8,Cheque,False
PAYUID-000392,PAY-387424,INV-917014,2023-10-28,2206624.01,Cash,False
PAYUID-000393,PAY-988729,INV-689934,2023-08-19,3399078.81,Credit Card,False
PAYUID-000394,PAY-652283,INV-689934,2023-10-06,480502.19,Cash,False
PAYUID-000395,PAY-761674,INV-705766,2023-09-12,501488.9,UPI,False
PAYUID-000396,PAY-704408,INV-635809,2020-10-15,1912054.2,Bank Transfer,False
PAYUID-000397,PAY-218420,INV-918824,2024-09-26,48175.88,UPI,False
PAYUID-000398,PAY-535464,INV-197480,2022-12-13,1057577.47,Cash,False
PAYUID-000399,PAY-170387,INV-880269,2021-04-16,892481.04,UPI,False
PAYUID-000400,PAY-234207,INV-880269,2021-05-16,490785.49,Credit Card,False
PAYUID-000401,PAY-565460,INV-880269,2021-04-30,323244.07,Cheque,False
PAYUID-000402,PAY-446476,INV-234629,2024-05-21,145024.0,Cheque,False
PAYUID-000403,PAY-418363,INV-744079,2019-11-29,856264.0,Cash,False
PAYUID-000404,PAY-273972,INV-217947,2019-05-03,482460.8,Credit Card,False
PAYUID-000405,PAY-160156,INV-492960,2021-01-18,374252.09,Cash,False
PAYUID-000406,PAY-355302,INV-134011,2021-06-15,32697.26,Bank Transfer,False
PAYUID-000407,PAY-424171,INV-134011,2021-06-22,90459.48,UPI,False
PAYUID-000408,PAY-117990,INV-134011,2021-07-27,142349.26,Cheque,False
PAYUID-000409,PAY-172580,INV-965685,2021-12-06,1864310.4,Cheque,False
PAYUID-000410,PAY-773071,INV-730284,2024-02-16,240416.98,Credit Card,False
PAYUID-000411,PAY-739155,INV-730284,2024-01-07,2267992.96,Cash,False
PAYUID-000412,PAY-808144,INV-730284,2024-02-10,980239.06,Cash,False
PAYUID-000413,PAY-344947,INV-843094,2024-10-09,148208.0,Cheque,False
PAYUID-000414,PAY-298294,INV-178768,2021-11-20,229425.11,Cash,False
PAYUID-000415,PAY-225692,INV-178768,2021-12-17,131936.49,UPI,False
PAYUID-000416,PAY-113039,INV-244312,2019-05-12,553076.26,Credit Card,False
PAYUID-000417,PAY-274858,INV-244312,2019-04-26,854915.57,Bank Transfer,False
PAYUID-000418,PAY-133577,INV-244312,2019-04-11,2755424.57,UPI,False
PAYUID-000419,PAY-975967,INV-503393,2020-03-27,26069.49,Credit Card,False
PAYUID-000420,PAY-962807,INV-503393,2020-03-22,221854.5,Credit Card,False
PAYUID-000421,PAY-553108,INV-503393,2020-02-26,84682.01,Cash,False
PAYUID-000422,PAY-468175,INV-320608,2023-05-18,1088073.0,Cheque,False
PAYUID-000423,PAY-633142,INV-327891,2023-01-27,422787.94,Cash,False
PAYUID-000424,PAY-464931,INV-327891,2023-03-15,265852.06,Cheque,False
PAYUID-000425,PAY-678057,INV-134120,2021-08-05,102619.0,UPI,False
PAYUID-000426,PAY-599137,INV-252653,2022-06-04,86016.0,Cheque,False
PAYUID-000427,PAY-482748,INV-884716,2024-05-02,536364.0,Credit Card,False
PAYUID-000428,PAY-827866,INV-967961,2019-02-12,3381891.8,Credit Card,False
PAYUID-000429,PAY-439504,INV-975679,2023-06-02,174570.19,Cash,False
PAYUID-000430,PAY-266262,INV-391273,2021-03-18,6334617.8,Credit Card,False
PAYUID-000431,PAY-848900,INV-246574,2022-05-21,2610218.43,Cheque,False
PAYUID-000432,PAY-733888,INV-934380,2022-08-01,3493943.0,UPI,False
PAYUID-000433,PAY-461283,INV-252729,2020-05-20,15500.0,Bank Transfer,False
PAYUID-000434,PAY-416907,INV-252729,2020-06-01,29172.0,Credit Card,False
PAYUID-000435,PAY-432970,INV-418889,2023-10-18,3077969.6,Cheque,False
PAYUID-000436,PAY-374492,INV-696475,2024-02-27,9628.8,UPI,False
PAYUID-000437,PAY-437973,INV-843012,2021-11-13,2011471.2,Credit Card,False
PAYUID-000438,PAY-274085,INV-603462,2024-09-22,931608.6,UPI,True
PAYUID-000439,PAY-199812,INV-769116,2024-03-19,986708.4,Cash,False
PAYUID-000440,PAY-950962,INV-667421,2024-01-03,3837422.8,Cash,False
PAYUID-000441,PAY-324354,INV-865646,2024-06-06,2815737.6,Bank Transfer,False
PAYUID-000442,PAY-534518,INV-663040,2024-06-02,4279133.0,UPI,False
PAYUID-000443,PAY-490311,INV-147786,2020-03-15,113617.19,Cash,False
PAYUID-000444,PAY-282011,INV-147786,2020-02-26,1596602.44,Cheque,False
PAYUID-000445,PAY-165008,INV-147786,2020-02-27,41714.77,Bank Transfer,False
PAYUID-000446,PAY-755017,INV-578207,2021-03-24,1389825.6,Cheque,False
PAYUID-000447,PAY-322825,INV-955181,2019-09-02,909346.47,UPI,False
PAYUID-000448,PAY-280700,INV-465222,2023-08-31,1234407.96,UPI,False
PAYUID-000449,PAY-429056,INV-263167,2024-04-15,2960804.0,UPI,False
PAYUID-000450,PAY-598192,INV-404110,2019-04-25,1593142.0,Cash,False
PAYUID-000451,PAY-259110,INV-604777,2024-01-30,810681.91,Credit Card,False
PAYUID-000452,PAY-961125,INV-609322,2022-12-08,1638361.0,Cheque,False
PAYUID-000453,PAY-342552,INV-830382,2020-04-22,1036709.2,Bank Transfer,False
PAYUID-000454,PAY-899263,INV-407699,2021-06-10,3035810.0,Cash,False
PAYUID-000455,PAY-241578,INV-441669,2021-02-23,782234.3,Credit Card,False
PAYUID-000456,PAY-952063,INV-441669,2021-03-20,2814452.32,Cash,False
PAYUID-000457,PAY-241928,INV-441669,2021-03-15,483857.38,Bank Transfer,False
PAYUID-000458,PAY-405347,INV-823451,2022-05-24,443745.39,Credit Card,False
PAYUID-000459,PAY-758490,INV-146802,2022-02-13,2039138.13,Credit Card,False
PAYUID-000460,PAY-138737,INV-146802,2022-02-09,1479620.67,Credit Card,False
PAYUID-000461,PAY-414633,INV-144096,2024-02-12,582760.43,Cheque,False
PAYUID-000462,PAY-841380,INV-899443,2023-12-16,654209.98,UPI,False
PAYUID-000463,PAY-697112,INV-255655,2023-01-26,2599477.0,Bank Transfer,False
PAYUID-000464,PAY-345247,INV-294018,2022-09-13,7375.0,UPI,False
PAYUID-000465,PAY-146218,INV-839596,2020-10-06,55557.0,Credit Card,False
PAYUID-000466,PAY-202174,INV-243225,2025-01-18,119871.1,Cash,False
PAYUID-000467,PAY-608651,INV-336640,2021-03-11,35773.16,UPI,False
PAYUID-000468,PAY-939451,INV-800864,2019-03-13,6157542.0,Cash,False
PAYUID-000469,PAY-325849,INV-403025,2019-07-02,1535637.0,UPI,False
PAYUID-000470,PAY-667463,INV-886916,2023-08-11,2450905.0,UPI,False
PAYUID-000471,PAY-457616,INV-535048,2023-09-14,2380233.6,Bank Transfer,False
PAYUID-000472,PAY-875988,INV-659324,2022-01-10,64952.65,Cash,False
PAYUID-000473,PAY-583279,INV-659324,2022-02-03,337876.15,Credit Card,False
PAYUID-000474,PAY-401899,INV-641753,2022-07-03,589919.09,Bank Transfer,False
PAYUID-000475,PAY-534974,INV-114511,2020-05-13,5719013.6,UPI,False
PAYUID-000476,PAY-573874,INV-951742,2022-12-28,2770652.0,Credit Card,False
PAYUID-000477,PAY-405223,INV-241824,2020-03-31,757424.6,UPI,False
PAYUID-000478,PAY-961397,INV-586938,2019-10-31,491498.35,Credit Card,False
PAYUID-000479,PAY-758460,INV-116002,2024-09-06,429644.53,Cheque,False
PAYUID-000480,PAY-153533,INV-870178,2023-07-03,2878720.0,Cheque,False
PAYUID-000481,PAY-347710,INV-985206,2020-09-18,1371142.2,Bank Transfer,False
PAYUID-000482,PAY-200269,INV-708034,2024-08-28,261716.97,Cash,False
PAYUID-000483,PAY-513995,INV-708034,2024-09-03,217462.03,Credit Card,False
PAYUID-000484,PAY-724267,INV-896573,2019-03-01,1022400.0,Cheque,False
PAYUID-000485,PAY-470553,INV-696610,2024-03-25,2247050.6,UPI,False
PAYUID-000486,PAY-595990,INV-779231,2019-05-21,1106498.8,UPI,False
PAYUID-000487,PAY-418159,INV-932408,2021-05-24,2374910.0,Cash,False
PAYUID-000488,PAY-225891,INV-559319,2022-05-08,1055831.0,UPI,False
PAYUID-000489,PAY-199656,INV-617373,2022-03-13,946646.53,UPI,False
PAYUID-000490,PAY-664576,INV-623220,2019-04-12,480275.0,Cash,False
PAYUID-000491,PAY-207457,INV-481493,2019-12-02,447954.51,Cheque,False
PAYUID-000492,PAY-310359,INV-676174,2024-03-18,4805164.2,Cheque,False
PAYUID-000493,PAY-649433,INV-842477,2021-11-17,471884.2,Bank Transfer,False
PAYUID-000494,PAY-208271,INV-173719,2022-12-07,2675091.84,Cheque,False
PAYUID-000495,PAY-831430,INV-173719,2022-11-11,2339068.76,Cheque,False
PAYUID-000496,PAY-417915,INV-466577,2019-05-07,1605032.4,Credit Card,False
PAYUID-000497,PAY-875045,INV-221229,2023-03-02,13292.88,Credit Card,False
PAYUID-000498,PAY-703459,INV-371273,2020-05-14,1447819.0,Cheque,False
PAYUID-000499,PAY-442499,INV-854103,2020-11-22,1166080.0,Cheque,False
PAYUID-000500,PAY-152376,INV-632936,2023-11-15,3085330.6,Bank Transfer,True
PAYUID-000501,PAY-227206,INV-269058,2022-01-22,547871.8,Bank Transfer,False
PAYUID-000502,PAY-254445,INV-508896,2021-04-28,554304.01,UPI,False
PAYUID-000503,PAY-681207,INV-292131,2022-09-14,3225691.0,Cheque,False
PAYUID-000504,PAY-133645,INV-572382,2021-04-20,2273057.0,Credit Card,False
PAYUID-000505,PAY-486966,INV-605946,2023-01-08,1470790.69,Bank Transfer,False
PAYUID-000506,PAY-215559,INV-390143,2019-07-14,82393.44,UPI,False
PAYUID-000507,PAY-929797,INV-390143,2019-07-12,1762706.96,Cheque,False
PAYUID-000508,PAY-945438,INV-275224,2022-08-04,5881743.65,Cheque,False
PAYUID-000509,PAY-360128,INV-790650,2023-10-16,2781467.0,UPI,False
PAYUID-000510,PAY-984413,INV-410209,2019-11-25,1339860.0,Bank Transfer,False
PAYUID-000511,PAY-289169,INV-223395,2021-11-28,1129733.0,Cash,False
PAYUID-000512,PAY-184441,INV-757729,2023-08-17,489424.0,Bank Transfer,False
PAYUID-000513,PAY-284567,INV-272490,2022-05-13,50498.98,Bank Transfer,False
PAYUID-000514,PAY-966115,INV-272490,2022-06-17,1116.21,Cash,False
PAYUID-000515,PAY-491486,INV-272490,2022-06-07,241530.82,UPI,False
PAYUID-000516,PAY-529808,INV-140048,2022-04-14,130525.0,Cash,False
PAYUID-000517,PAY-760478,INV-336223,2025-02-28,1455352.0,UPI,False
PAYUID-000518,PAY-924848,INV-339379,2020-08-28,215175.71,Cash,False
PAYUID-000519,PAY-874756,INV-339379,2020-07-25,215963.85,Cheque,False
PAYUID-000520,PAY-889633,INV-339379,2020-07-16,61171.44,UPI,False
PAYUID-000521,PAY-891480,INV-613708,2025-01-25,1372976.0,Bank Transfer,False
PAYUID-000522,PAY-615119,INV-398999,2022-03-19,747041.16,Cheque,False
PAYUID-000523,PAY-760632,INV-398999,2022-01-31,435687.24,Cheque,False
PAYUID-000524,PAY-545311,INV-638649,2022-02-01,581925.8,Bank Transfer,False
PAYUID-000525,PAY-723174,INV-502434,2021-12-26,2314683.0,Bank Transfer,False
PAYUID-000526,PAY-842008,INV-756447,2023-07-04,984179.0,Bank Transfer,False
PAYUID-000527,PAY-990709,INV-829265,2020-04-25,1055236.8,Cheque,False
PAYUID-000528,PAY-503431,INV-859680,2020-04-26,879029.2,Credit Card,False
PAYUID-000529,PAY-833775,INV-859262,2021-12-03,1552750.8,Cash,False
PAYUID-000530,PAY-921195,INV-328370,2022-03-04,847946.72,Cheque,False
PAYUID-000531,PAY-845687,INV-591857,2024-01-17,1819895.0,Cash,False
PAYUID-000532,PAY-778801,INV-866507,2020-08-30,5753.79,Credit Card,False
PAYUID-000533,PAY-448429,INV-866507,2020-07-21,77400.32,UPI,False
PAYUID-000534,PAY-885028,INV-866507,2020-07-26,56541.89,UPI,False
PAYUID-000535,PAY-341371,INV-695723,2020-12-10,202560.0,Bank Transfer,True
PAYUID-000536,PAY-462092,INV-189495,2024-05-21,3322313.0,Credit Card,False
PAYUID-000537,PAY-523585,INV-244114,2019-12-19,272180.0,Bank Transfer,False
PAYUID-000538,PAY-890539,INV-634056,2020-08-19,519057.0,Cheque,False
PAYUID-000539,PAY-586727,INV-918617,2022-11-06,600801.01,Cheque,False
PAYUID-000540,PAY-181183,INV-918617,2022-12-23,403587.54,Credit Card,False
PAYUID-000541,PAY-510374,INV-918617,2022-11-02,44683.45,Cash,False
PAYUID-000542,PAY-691077,INV-850167,2023-03-25,214638.2,Cheque,False
PAYUID-000543,PAY-613852,INV-179233,2020-05-30,1089666.0,Credit Card,False
PAYUID-000544,PAY-435005,INV-220113,2023-09-09,875568.0,Credit Card,False
PAYUID-000545,PAY-453524,INV-840969,2022-05-17,1110375.0,Bank Transfer,False
PAYUID-000546,PAY-806200,INV-109705,2024-04-26,32505.05,Cheque,False
PAYUID-000547,PAY-124890,INV-966996,2024-09-15,594073.0,Bank Transfer,False
PAYUID-000548,PAY-223681,INV-732878,2020-04-12,1561866.3,Bank Transfer,False
PAYUID-000549,PAY-711998,INV-445446,2021-04-16,1506586.0,UPI,False
PAYUID-000550,PAY-501616,INV-406033,2022-09-09,2052787.4,UPI,False
PAYUID-000551,PAY-177640,INV-280167,2023-09-19,1194549.4,Cash,False
PAYUID-000552,PAY-414886,INV-674363,2019-09-13,287597.41,Bank Transfer,False
PAYUID-000553,PAY-271666,INV-674363,2019-10-07,284050.39,Cheque,False
PAYUID-000554,PAY-530045,INV-718427,2019-03-06,172681.2,Credit Card,False
PAYUID-000555,PAY-513080,INV-530748,2024-06-14,3205911.0,Credit Card,False
PAYUID-000556,PAY-889265,INV-692519,2023-12-13,160877.05,Cash,False
PAYUID-000557,PAY-848885,INV-692519,2023-12-13,52757.92,Credit Card,False
PAYUID-000558,PAY-290273,INV-692519,2023-12-21,17789.03,Cheque,False
PAYUID-000559,PAY-821804,INV-935729,2024-02-29,23680.15,Bank Transfer,False
PAYUID-000560,PAY-298262,INV-935729,2024-02-27,407707.49,Credit Card,False
PAYUID-000561,PAY-740137,INV-935729,2024-03-06,221978.76,Cash,False
PAYUID-000562,PAY-409599,INV-772469,2021-04-07,373613.45,Cash,False
PAYUID-000563,PAY-290808,INV-257067,2019-06-17,722994.76,Credit Card,False
PAYUID-000564,PAY-696226,INV-967321,2024-09-21,2433748.8,UPI,False
PAYUID-000565,PAY-712432,INV-515003,2024-12-31,2797852.0,Credit Card,False
PAYUID-000566,PAY-977441,INV-593025,2023-02-14,384355.99,Bank Transfer,False
PAYUID-000567,PAY-143509,INV-497470,2023-11-06,1793804.0,Credit Card,False
PAYUID-000568,PAY-230002,INV-434384,2019-07-18,3361470.8,Cheque,False
PAYUID-000569,PAY-656720,INV-345730,2024-03-24,702639.33,Bank Transfer,False
PAYUID-000570,PAY-870583,INV-102176,2022-06-04,2361164.0,Cheque,False
PAYUID-000571,PAY-383846,INV-405708,2022-09-10,2446677.8,Cash,False
PAYUID-000572,PAY-452169,INV-579828,2022-02-04,2467216.15,Credit Card,False
PAYUID-000573,PAY-518877,INV-579828,2022-01-30,226101.45,Credit Card,False
PAYUID-000574,PAY-326239,INV-195503,2022-04-08,763554.8,UPI,False
PAYUID-000575,PAY-245596,INV-365076,2021-02-17,26143.9,Cheque,False
PAYUID-000576,PAY-283354,INV-365076,2021-02-13,219054.25,Credit Card,False
PAYUID-000577,PAY-233510,INV-365076,2021-02-24,286602.05,UPI,False
PAYUID-000578,PAY-762781,INV-428711,2024-10-22,1676560.54,Credit Card,False
PAYUID-000579,PAY-852382,INV-360985,2021-04-05,467168.83,UPI,False
PAYUID-000580,PAY-907200,INV-360985,2021-03-28,1747290.97,Cheque,False
PAYUID-000581,PAY-539199,INV-629857,2021-06-19,3595562.6,Bank Transfer,False
PAYUID-000582,PAY-988564,INV-618117,2022-02-02,382665.4,Cash,False
PAYUID-000583,PAY-951609,INV-199576,2020-02-18,3361923.4,UPI,False
PAYUID-000584,PAY-776029,INV-884172,2023-12-21,14494.62,Cash,False
PAYUID-000585,PAY-724055,INV-884172,2023-11-30,189163.38,Cheque,False
PAYUID-000586,PAY-116435,INV-194905,2022-10-31,5680.33,Bank Transfer,False
PAYUID-000587,PAY-335046,INV-194905,2022-10-01,1626918.87,UPI,False
PAYUID-000588,PAY-971723,INV-692939,2020-09-02,10014.43,UPI,False
PAYUID-000589,PAY-927414,INV-692939,2020-08-12,503393.57,Bank Transfer,False
PAYUID-000590,PAY-364299,INV-365832,2021-08-31,859725.96,Bank Transfer,False
PAYUID-000591,PAY-759717,INV-505082,2019-08-18,750370.0,UPI,False
PAYUID-000592,PAY-241956,INV-906765,2020-09-24,3091411.0,Cash,False
PAYUID-000593,PAY-625255,INV-244173,2023-09-25,125678.73,Cash,False
PAYUID-000594,PAY-853719,INV-244173,2023-10-13,1323176.27,Credit Card,False
PAYUID-000595,PAY-244097,INV-546617,2019-12-29,1652204.8,Credit Card,False
PAYUID-000596,PAY-210170,INV-125877,2023-02-22,9274.91,Cash,False
PAYUID-000597,PAY-445008,INV-491052,2023-08-23,27671.0,Cheque,False
PAYUID-000598,PAY-548638,INV-581418,2023-11-15,467132.0,UPI,False
PAYUID-000599,PAY-954944,INV-885508,2022-02-04,273059.8,Bank Transfer,False
PAYUID-000600,PAY-408124,INV-492298,2024-01-08,561409.6,Cash,False
PAYUID-000601,PAY-153475,INV-203168,2020-11-10,139687.99,Cheque,False
PAYUID-000602,PAY-846784,INV-203168,2020-11-26,124152.01,Credit Card,False
PAYUID-000603,PAY-731560,INV-414608,2022-06-05,2748373.66,Credit Card,True
PAYUID-000604,PAY-395895,INV-414608,2022-07-20,55236.83,Credit Card,True
PAYUID-000605,PAY-763330,INV-414608,2022-06-16,391719.91,Cash,True
PAYUID-000606,PAY-526570,INV-388666,2021-07-25,3925748.6,Cash,False
PAYUID-000607,PAY-343769,INV-562659,2023-11-14,5779106.07,UPI,False
PAYUID-000608,PAY-933567,INV-562659,2023-12-05,1590599.53,Credit Card,False
PAYUID-000609,PAY-332592,INV-547990,2020-02-17,20650.0,Bank Transfer,False
PAYUID-000610,PAY-636188,INV-458889,2024-06-25,356130.4,Cash,False
PAYUID-000611,PAY-629750,INV-703084,2022-02-16,649000.0,Credit Card,False
PAYUID-000612,PAY-653902,INV-464250,2020-10-30,1604403.91,Credit Card,False
PAYUID-000613,PAY-947332,INV-505331,2022-05-26,451582.12,Credit Card,False
PAYUID-000614,PAY-359570,INV-974974,2021-05-08,53669.7,Cash,False
PAYUID-000615,PAY-208455,INV-397748,2023-03-31,1124956.0,Bank Transfer,False
PAYUID-000616,PAY-759519,INV-791057,2021-02-09,2154689.4,Cheque,False
PAYUID-000617,PAY-351009,INV-910665,2021-09-10,1650653.34,Cheque,False
PAYUID-000618,PAY-265328,INV-910665,2021-09-01,152440.06,Cheque,False
PAYUID-000619,PAY-128077,INV-972703,2021-09-07,1082227.0,Cheque,False
PAYUID-000620,PAY-868073,INV-302646,2024-05-30,1239744.0,Bank Transfer,False
PAYUID-000621,PAY-389510,INV-488899,2019-09-12,2839451.84,Credit Card,False
PAYUID-000622,PAY-732924,INV-488899,2019-09-21,1820675.76,Bank Transfer,False
PAYUID-000623,PAY-648614,INV-326629,2022-11-17,1923821.15,Credit Card,True
PAYUID-000624,PAY-699427,INV-370052,2020-09-05,941244.4,Cash,False
PAYUID-000625,PAY-432455,INV-828226,2023-08-24,169954.5,UPI,False
PAYUID-000626,PAY-797903,INV-107079,2022-06-23,520657.0,Cheque,False
PAYUID-000627,PAY-832735,INV-364618,2021-12-15,2030720.0,Credit Card,False
PAYUID-000628,PAY-989128,INV-608771,2020-08-14,19011.77,Credit Card,False
PAYUID-000629,PAY-975574,INV-608771,2020-09-08,259059.23,Cheque,False
PAYUID-000630,PAY-299927,INV-646739,2021-04-16,1307547.4,Credit Card,False
PAYUID-000631,PAY-444416,INV-312857,2024-07-08,948096.0,Credit Card,False
PAYUID-000632,PAY-153000,INV-896305,2020-10-19,1823108.2,Cash,False
