po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total
PO-934998,SUP0002,KOL001,2019-03-09,2019-03-19,,Cancelled,20709190.14,5714028.945200001,26423219.0852
PO-798114,SUP0008,PUN001,2024-10-07,2024-11-02,,Cancelled,24708786.73,6867668.525400001,31576455.2554
PO-919182,SUP0005,CHN001,2023-10-03,2023-10-31,2023-11-07,Received,32572175.35,8714571.627,41286746.977000006
PO-393582,SUP0001,KOL001,2023-05-20,2023-06-08,,Cancelled,1104055.6,234152.01,1338207.61
PO-944538,SUP0004,AHM001,2024-04-22,2024-05-10,2024-05-10,Received,477077.67,85873.9806,562951.6505999999
PO-468488,SUP0004,CHN001,2021-08-04,2021-08-22,2021-08-22,Received,6609220.54,1776434.6512,8385655.191199999
PO-450304,SUP0003,DEL001,2022-06-30,2022-07-16,2022-07-16,Received,1799503.45,466196.346,2265699.796
PO-547672,SUP0006,DEL001,2023-03-15,2023-03-25,2023-03-25,Received,20462984.41,5400535.1828000005,25863519.5928
PO-329970,SUP0004,CHN001,2019-03-05,2019-03-23,2019-03-23,Received,13498680.73,3749252.0224,17247932.7524
PO-946580,SUP0005,CHN001,2024-01-30,2024-02-27,2024-02-27,Received,5427325.38,1287355.6314,6714681.011399999
PO-850687,SUP0006,PUN001,2023-12-22,2024-01-01,2024-01-01,Received,1654010.5599999998,452155.4528,2106166.0128
PO-517616,SUP0006,HYD001,2019-06-19,2019-06-29,2019-06-29,Received,4031880.09,1086003.8102000002,5117883.9002
PO-531956,SUP0005,CHN001,2023-07-14,2023-08-11,2023-08-11,Received,623066.01,174458.48280000003,797524.4928
PO-727165,SUP0005,PUN001,2019-05-09,2019-06-06,,Cancelled,30036812.31,8348281.390800001,38385093.7008
PO-651081,SUP0006,CHN001,2021-02-11,2021-02-21,2021-02-21,Received,1828479.72,485044.7976000001,2313524.5176
PO-742767,SUP0007,CHN001,2022-06-18,2022-06-30,2022-07-03,Received,11584449.34,3079678.4132000003,14664127.7532
PO-907766,SUP0001,AHM001,2019-05-20,2019-06-08,2019-06-08,Received,330423.24,92518.5072,422941.7472
PO-615893,SUP0007,PUN001,2021-06-05,2021-06-17,2021-06-17,Received,3340792.47,935421.8916000002,4276214.3616
PO-747580,SUP0006,CHN001,2020-07-05,2020-07-15,,Cancelled,17291149.29,4823902.3892,22115051.6792
PO-785351,SUP0008,CHN001,2022-04-04,2022-04-30,2022-04-30,Received,465789.69,130421.1132,596210.8032
PO-735453,SUP0002,CHN001,2020-10-14,2020-10-24,2020-10-24,Received,25678821.65,7167157.270000001,32845978.92
PO-553914,SUP0005,AHM001,2024-03-16,2024-04-13,2024-04-14,Received,6777703.69,1867883.9082,8645587.5982
PO-115871,SUP0008,PUN001,2022-10-19,2022-11-14,2022-11-14,Received,11656524.52,3130725.6696000006,14787250.189600002
PO-135301,SUP0004,KOL001,2020-07-30,2020-08-17,2020-08-17,Received,1465856.92,410439.9376,1876296.8576
PO-484569,SUP0007,DEL001,2022-03-20,2022-04-01,,Cancelled,8510830.36,2373400.5708000003,10884230.9308
PO-815072,SUP0007,AHM001,2020-03-18,2020-03-30,2020-03-30,Received,8205279.04,2220828.4782,10426107.5182
PO-557724,SUP0005,KOL001,2023-11-15,2023-12-13,2023-12-13,Received,17183487.46,4631199.4428,21814686.9028
PO-681582,SUP0004,DEL001,2022-07-16,2022-08-03,2022-08-03,Received,14397420.46,3975337.2018,18372757.6618
PO-940693,SUP0001,PUN001,2023-08-28,2023-09-16,2023-09-16,Received,17645422.04,4940718.1712,22586140.2112
PO-285054,SUP0005,PUN001,2022-05-06,2022-06-03,2022-06-03,Received,866690.4,242673.31200000003,1109363.712
PO-133673,SUP0007,DEL001,2024-06-16,2024-06-28,2024-06-28,Received,8139379.930000001,2257900.5294000003,10397280.4594
PO-281256,SUP0007,HYD001,2021-03-28,2021-04-09,2021-04-09,Received,10352274.48,2738373.6834000004,13090648.163400002
PO-194572,SUP0002,CHN001,2021-08-09,2021-08-19,2021-08-19,Received,26082774.86,7243408.532800001,33326183.392800003
PO-913718,SUP0001,DEL001,2019-06-30,2019-07-19,,Cancelled,36404818.11,10159880.0698,46564698.1798
PO-185684,SUP0002,PUN001,2022-01-23,2022-02-02,,Cancelled,2879487.87,750742.3976000001,3630230.2676
PO-282926,SUP0002,HYD001,2019-10-27,2019-11-06,2019-11-08,Received,18482202.26,5068472.0448,23550674.3048
PO-123941,SUP0002,KOL001,2024-06-10,2024-06-20,2024-06-20,Received,45271882.71,12642342.280800002,57914224.9908
PO-396301,SUP0006,DEL001,2024-03-14,2024-03-24,2024-03-24,Received,32374273.79,9064796.661200002,41439070.4512
PO-571675,SUP0004,AHM001,2020-02-27,2020-03-16,2020-03-16,Received,29426969.96,8041630.310800001,37468600.2708
PO-928725,SUP0001,PUN001,2023-11-01,2023-11-20,2023-11-25,Received,2171020.06,596404.9068,2767424.9668
PO-864874,SUP0006,PUN001,2021-05-10,2021-05-20,2021-05-20,Received,7546733.03,2042522.9404,9589255.9704
PO-281619,SUP0006,KOL001,2022-05-06,2022-05-16,2022-05-16,Received,10624492.27,2823225.5786000006,13447717.8486
PO-152113,SUP0002,AHM001,2024-11-02,2024-11-12,2024-11-12,Received,8688042.19,2209486.9442000003,10897529.1342
PO-235190,SUP0008,DEL001,2024-05-10,2024-06-05,2024-06-05,Received,15434531.5,4187269.715,19621801.215
PO-264152,SUP0004,KOL001,2019-10-05,2019-10-23,2019-10-21,Received,17736118.59,4764322.2972,22500440.8872
PO-834019,SUP0003,DEL001,2024-09-30,2024-10-16,2024-10-16,Received,10851191.239999998,2965839.2982,13817030.5382
PO-161854,SUP0006,CHN001,2022-07-12,2022-07-22,,Cancelled,6064855.19,1640854.7792000002,7705709.9692
PO-481312,SUP0004,PUN001,2024-02-29,2024-03-18,2024-03-21,Received,53789229.29,15004492.732200002,68793722.0222
PO-293070,SUP0004,HYD001,2023-10-15,2023-11-02,2023-11-06,Received,29478813.1,8154300.840000001,37633113.94
PO-861676,SUP0004,PUN001,2020-04-05,2020-04-23,2020-04-27,Received,985880.7,274805.406,1260686.106
PO-668269,SUP0008,HYD001,2020-08-31,2020-09-26,2020-09-24,Received,14521868.22,3965836.1886,18487704.4086
PO-698616,SUP0007,KOL001,2020-01-25,2020-02-06,2020-02-06,Received,1708388.74,377291.6532,2085680.3932
PO-645934,SUP0004,AHM001,2021-09-01,2021-09-19,2021-09-19,Received,12169570.43,3407479.7204,15577050.150399998
PO-286358,SUP0003,AHM001,2019-01-12,2019-01-28,2019-02-04,Received,19060880.86,5318797.1788,24379678.0388
PO-332023,SUP0006,DEL001,2023-07-29,2023-08-08,2023-08-08,Received,13052726.96,3496009.3508,16548736.3108
PO-199017,SUP0001,CHN001,2023-02-03,2023-02-22,2023-02-22,Received,20136548.17,5632916.659600001,25769464.8296
PO-414751,SUP0002,CHN001,2021-07-25,2021-08-04,2021-08-04,Received,19631156.38,5468144.9634,25099301.3434
PO-203856,SUP0004,HYD001,2021-01-01,2021-01-19,2021-01-19,Received,33276426.09,9084595.1242,42361021.2142
PO-938465,SUP0008,DEL001,2023-05-19,2023-06-14,2023-06-19,Received,19211720.910000004,5077423.768800001,24289144.6788
PO-973463,SUP0002,KOL001,2022-04-07,2022-04-17,2022-04-17,Received,9794058.42,2715024.0246,12509082.4446
PO-855339,SUP0001,HYD001,2024-08-27,2024-09-15,2024-09-15,Received,12917818.9,3480944.872,16398763.772
PO-363961,SUP0007,AHM001,2024-05-22,2024-06-03,2024-06-03,Received,731578.15,196523.002,928101.152
PO-804845,SUP0004,AHM001,2021-11-27,2021-12-15,2021-12-15,Received,5734722.45,1605722.286,7340444.736
PO-534848,SUP0001,AHM001,2024-07-29,2024-08-17,,Cancelled,1308210.75,235477.935,1543688.685
PO-359770,SUP0002,DEL001,2024-04-18,2024-04-28,2024-04-28,Received,14698563.29,3981661.068200001,18680224.3582
PO-719228,SUP0004,CHN001,2020-06-06,2020-06-24,2020-06-24,Received,8826994.709999999,2190803.2528,11017797.9628
PO-904244,SUP0005,PUN001,2021-03-06,2021-04-03,2021-04-03,Received,22518677.0,6085588.472000001,28604265.472000003
PO-355426,SUP0005,PUN001,2020-10-09,2020-11-06,,Cancelled,38522608.48,10698566.6814,49221175.1614
PO-339502,SUP0001,HYD001,2023-08-21,2023-09-09,,Cancelled,15978518.34,4181155.2272,20159673.5672
PO-501002,SUP0006,CHN001,2020-08-26,2020-09-05,2020-09-05,Received,39568961.52,10930110.1706,50499071.6906
PO-150068,SUP0007,DEL001,2019-09-05,2019-09-17,2019-09-17,Received,30154549.12,8434579.1536,38589128.2736
PO-764664,SUP0002,KOL001,2019-10-31,2019-11-10,2019-11-10,Received,20948712.73,5784124.8364,26732837.5664
PO-925878,SUP0001,KOL001,2021-07-30,2021-08-18,2021-08-20,Received,29352286.510000005,7797258.944800002,37149545.4548
PO-377712,SUP0005,CHN001,2024-06-28,2024-07-26,,Cancelled,5423458.44,1518568.3632000005,6942026.803200001
PO-468797,SUP0002,AHM001,2024-12-21,2024-12-31,2024-12-31,Received,4201965.64,1053527.8982000002,5255493.5382
PO-288098,SUP0007,AHM001,2020-06-16,2020-06-28,2020-06-28,Received,23363981.4,5949073.741,29313055.141
PO-296725,SUP0008,HYD001,2020-08-03,2020-08-29,2020-08-29,Received,32356043.32,8974240.789600002,41330284.1096
PO-871574,SUP0006,AHM001,2022-12-14,2022-12-24,2022-12-29,Received,2048662.52,573625.5056,2622288.0256000003
PO-171502,SUP0003,AHM001,2023-03-06,2023-03-22,2023-03-22,Received,5844581.24,1586592.6012000002,7431173.8412
PO-470805,SUP0007,CHN001,2023-11-24,2023-12-06,2023-12-06,Received,5328067.55,1491858.914,6819926.464
PO-414139,SUP0006,HYD001,2020-04-03,2020-04-13,2020-04-13,Received,5090626.52,1425375.4256000002,6516001.945599999
PO-558043,SUP0008,DEL001,2022-01-03,2022-01-29,2022-01-29,Received,36331277.06,10159961.6628,46491238.7228
PO-716134,SUP0002,AHM001,2020-02-23,2020-03-04,,Cancelled,1451795.0599999998,394631.2488,1846426.3088
PO-129580,SUP0004,AHM001,2022-09-07,2022-09-25,2022-09-25,Received,8315360.48,2188761.0924000004,10504121.5724
PO-764765,SUP0001,CHN001,2022-03-03,2022-03-22,2022-03-19,Received,34123908.01,9365889.5158,43489797.525800005
PO-578798,SUP0002,AHM001,2023-02-19,2023-03-01,2023-03-01,Received,2055935.54,533104.7992,2589040.3392
PO-242063,SUP0007,HYD001,2024-06-01,2024-06-13,2024-06-13,Received,3922899.44,985735.9482000002,4908635.3882
PO-220352,SUP0004,PUN001,2021-09-21,2021-10-09,,Cancelled,9891863.15,2717620.1,12609483.25
PO-363832,SUP0004,KOL001,2019-10-07,2019-10-25,2019-10-25,Received,36075632.75,9977015.771000002,46052648.521
PO-290825,SUP0001,HYD001,2023-01-25,2023-02-13,2023-02-13,Received,26290606.48,7137049.5584,33427656.0384
PO-692759,SUP0004,DEL001,2024-12-20,2025-01-07,2025-01-07,Received,42990799.41,11989617.0948,54980416.5048
PO-716672,SUP0008,CHN001,2024-11-19,2024-12-15,2024-12-15,Received,2120651.94,593782.5432000001,2714434.4832
PO-557605,SUP0003,CHN001,2024-05-07,2024-05-23,2024-05-23,Received,28999778.11,7991299.3748,36991077.4848
PO-514126,SUP0005,AHM001,2021-01-04,2021-02-01,2021-02-01,Received,61075084.29,16948342.180200003,78023426.4702
PO-469483,SUP0002,PUN001,2023-11-09,2023-11-19,,Cancelled,4404879.409999999,1215473.5248,5620352.9348
PO-239010,SUP0004,CHN001,2019-03-04,2019-03-22,2019-03-22,Received,25267495.92,7023305.0196,32290800.9396
PO-400132,SUP0005,HYD001,2021-08-26,2021-09-23,2021-09-23,Received,11182921.03,2863550.8264,14046471.8564
PO-424885,SUP0008,PUN001,2021-01-07,2021-02-02,,Cancelled,33335806.55,9305514.284,42641320.834
PO-693713,SUP0008,DEL001,2023-03-11,2023-04-06,2023-04-06,Received,17497531.42,4849555.1666,22347086.5866
PO-488300,SUP0004,KOL001,2021-11-02,2021-11-20,2021-11-20,Received,25326714.26,7076635.894800002,32403350.154800005
PO-443460,SUP0002,CHN001,2023-04-12,2023-04-22,2023-04-22,Received,20108791.32,5417391.3946,25526182.7146
PO-692950,SUP0004,HYD001,2020-10-03,2020-10-21,2020-10-21,Received,20548407.51,5722053.274800001,26270460.7848
PO-423552,SUP0001,AHM001,2024-03-25,2024-04-13,2024-04-13,Received,34137356.370000005,9480935.794600002,43618292.1646
PO-221710,SUP0004,KOL001,2024-02-09,2024-02-27,2024-03-02,Received,11434140.9,3088440.612,14522581.511999998
PO-577623,SUP0008,PUN001,2020-03-21,2020-04-16,2020-04-16,Received,5782784.98,1594346.9324,7377131.9124
PO-643146,SUP0001,CHN001,2020-06-28,2020-07-17,,Cancelled,19699919.42,5417078.301600001,25116997.7216
PO-376305,SUP0007,HYD001,2024-11-04,2024-11-16,2024-11-16,Received,930050.3,260414.084,1190464.3839999998
PO-903200,SUP0004,PUN001,2020-01-22,2020-02-09,2020-02-09,Received,4656562.77,1299504.9126,5956067.6826
PO-240230,SUP0001,DEL001,2020-08-19,2020-09-07,2020-09-07,Received,4261416.56,1193196.6368,5454613.196799999
PO-287672,SUP0004,HYD001,2021-01-30,2021-02-17,2021-02-17,Received,18786872.43,5260324.280400001,24047196.7104
PO-582971,SUP0008,PUN001,2023-10-31,2023-11-26,2023-11-26,Received,18520887.36,5102456.705800001,23623344.0658
PO-312253,SUP0006,AHM001,2019-07-12,2019-07-22,2019-07-22,Received,7683002.300000001,1965138.4990000003,9648140.799
PO-790323,SUP0008,CHN001,2019-02-07,2019-03-05,2019-03-05,Received,2379806.3200000003,666345.7696000001,3046152.0896
PO-532855,SUP0001,DEL001,2020-04-12,2020-05-01,2020-05-01,Received,43702976.57,12184415.118600002,55887391.6886
PO-467628,SUP0001,AHM001,2019-12-21,2020-01-09,2020-01-09,Received,2710575.6,758961.1680000001,3469536.768
PO-842783,SUP0004,KOL001,2024-12-06,2024-12-24,2024-12-24,Received,830804.04,232625.13120000003,1063429.1712
PO-964639,SUP0005,CHN001,2024-09-10,2024-10-08,2024-10-08,Received,8914973.15,2468226.0220000003,11383199.172000002
PO-896150,SUP0003,HYD001,2023-09-17,2023-10-03,2023-10-03,Received,15174675.13,4164835.053400001,19339510.1834
PO-544650,SUP0005,HYD001,2021-08-09,2021-09-06,2021-09-06,Received,16893956.33,4665402.5334,21559358.8634
PO-913929,SUP0004,HYD001,2021-11-17,2021-12-05,2021-12-05,Received,23535496.38,6589938.9864,30125435.3664
PO-681750,SUP0005,AHM001,2021-04-17,2021-05-15,2021-05-15,Received,15546641.1,4268466.0940000005,19815107.194
PO-661717,SUP0006,HYD001,2024-12-09,2024-12-19,2024-12-19,Received,14489913.36,4037599.6608000007,18527513.0208
PO-152337,SUP0004,KOL001,2019-07-09,2019-07-27,2019-07-27,Received,26470182.17,7358566.8836,33828749.0536
PO-428402,SUP0008,KOL001,2019-08-07,2019-09-02,2019-09-02,Received,9406425.98,2558135.3114000005,11964561.2914
PO-819644,SUP0007,DEL001,2022-12-28,2023-01-09,2023-01-09,Received,9990934.87,2756930.4046000005,12747865.2746
PO-529458,SUP0004,HYD001,2020-01-04,2020-01-22,,Cancelled,12178044.11,3249321.4738000003,15427365.5838
PO-465734,SUP0006,KOL001,2022-12-25,2023-01-04,2023-01-08,Received,21702773.19,6041181.1132000005,27743954.303200003
PO-768364,SUP0008,AHM001,2021-07-19,2021-08-14,2021-08-14,Received,56129314.62,15485508.8676,71614823.4876
PO-991831,SUP0003,AHM001,2019-04-29,2019-05-15,,Cancelled,1586425.57,444199.1596000001,2030624.7296
PO-298554,SUP0005,PUN001,2019-05-18,2019-06-15,2019-06-22,Received,36711366.46,10199293.336800002,46910659.7968
PO-277289,SUP0005,CHN001,2024-09-04,2024-10-02,2024-10-02,Received,1407316.04,394048.4912000001,1801364.5312
PO-723849,SUP0002,HYD001,2024-08-04,2024-08-14,2024-08-14,Received,165804.37,29844.7866,195649.1566
PO-866875,SUP0007,DEL001,2020-12-06,2020-12-18,2020-12-18,Received,18770192.52,5172075.2426,23942267.7626
PO-897168,SUP0001,DEL001,2021-05-18,2021-06-06,2021-06-06,Received,9572215.56,2630644.0638,12202859.6238
PO-476416,SUP0001,KOL001,2023-12-21,2024-01-09,,Cancelled,371373.9,83928.262,455302.162
PO-695815,SUP0004,CHN001,2023-05-21,2023-06-08,2023-06-08,Received,24300654.08,6784337.2344,31084991.3144
PO-430783,SUP0001,PUN001,2019-11-19,2019-12-08,2019-12-07,Received,2148294.08,601522.3424000001,2749816.4224
PO-369746,SUP0003,KOL001,2022-02-15,2022-03-03,2022-03-03,Received,989407.51,178093.3518,1167500.8618
PO-142188,SUP0004,AHM001,2020-12-31,2021-01-18,2021-01-18,Received,21015068.36,5850954.415800001,26866022.7758
PO-899370,SUP0005,HYD001,2022-09-25,2022-10-23,2022-10-23,Received,17166246.86,4437434.0378,21603680.8978
PO-340854,SUP0007,DEL001,2021-09-23,2021-10-05,2021-10-03,Received,13521957.03,3786147.9684,17308104.9984
PO-597974,SUP0001,HYD001,2024-11-29,2024-12-18,2024-12-20,Received,671121.0,187913.88,859034.88
PO-373273,SUP0008,AHM001,2019-09-06,2019-10-02,2019-10-02,Received,8878631.76,2208716.3948,11087348.1548
PO-774654,SUP0008,AHM001,2024-08-21,2024-09-16,2024-09-16,Received,170876.18,30757.7124,201633.8924
PO-975620,SUP0005,PUN001,2022-10-25,2022-11-22,2022-11-22,Received,22732529.55,6314974.644,29047504.194
PO-850297,SUP0006,KOL001,2021-01-18,2021-01-28,,Cancelled,21950123.54,5819916.5222000005,27770040.0622
PO-753261,SUP0007,HYD001,2024-03-19,2024-03-31,2024-03-31,Received,1743235.59,352497.5752000001,2095733.1652
PO-801889,SUP0003,CHN001,2019-05-02,2019-05-18,2019-05-22,Received,10981784.04,2757240.2792,13739024.319200002
PO-760300,SUP0005,KOL001,2019-03-25,2019-04-22,2019-04-22,Received,18719427.16,5060050.4488,23779477.6088
PO-329837,SUP0002,KOL001,2020-03-29,2020-04-08,2020-04-08,Received,5975875.970000001,1659846.3846000002,7635722.3546
PO-774290,SUP0007,KOL001,2024-05-27,2024-06-08,2024-06-08,Received,5876837.180000001,1645514.4104000004,7522351.5904
PO-904596,SUP0005,KOL001,2021-12-19,2022-01-16,2022-01-19,Received,32758511.5,9160948.902,41919460.402
PO-361867,SUP0008,DEL001,2020-08-05,2020-08-31,2020-08-31,Received,2562405.89,648685.8612,3211091.7512
PO-122842,SUP0001,AHM001,2019-11-12,2019-12-01,2019-12-01,Received,1577692.17,368541.2906,1946233.4606
PO-131064,SUP0006,DEL001,2020-11-06,2020-11-16,2020-11-16,Received,6910003.2,1934800.896,8844804.096
PO-796718,SUP0005,KOL001,2021-04-28,2021-05-26,,Cancelled,4298370.14,1178539.3552,5476909.4952
PO-184997,SUP0005,PUN001,2020-12-16,2021-01-13,2021-01-13,Received,1250069.96,225012.5928,1475082.5528
PO-670835,SUP0002,CHN001,2022-10-23,2022-11-02,2022-11-01,Received,23434608.11,6486862.4798,29921470.5898
PO-722547,SUP0003,CHN001,2019-09-02,2019-09-18,2019-09-18,Received,15042967.34,4181309.3842,19224276.7242
PO-961891,SUP0008,HYD001,2020-10-01,2020-10-27,2020-10-26,Received,9909730.01,2770019.3588000005,12679749.3688
PO-958772,SUP0008,HYD001,2024-07-05,2024-07-31,2024-07-31,Received,5968178.2700000005,1631842.0946000002,7600020.3646
PO-319080,SUP0008,AHM001,2020-06-26,2020-07-22,2020-07-22,Received,29928166.98,8159040.680400001,38087207.6604
PO-209753,SUP0004,CHN001,2019-05-14,2019-06-01,,Cancelled,15846750.64,4437090.179200001,20283840.8192
PO-920212,SUP0001,DEL001,2024-06-09,2024-06-28,2024-06-28,Received,7676723.22,2144564.8966,9821288.1166
PO-757374,SUP0001,AHM001,2024-02-03,2024-02-22,2024-02-27,Received,23106743.880000003,6411776.642400001,29518520.5224
PO-382180,SUP0001,HYD001,2024-09-01,2024-09-20,2024-09-20,Received,4060372.21,1123290.4138,5183662.6238
PO-996392,SUP0008,AHM001,2019-04-30,2019-05-26,2019-05-26,Received,18666419.96,5196145.7988,23862565.7588
PO-294967,SUP0004,HYD001,2023-11-12,2023-11-30,2023-11-30,Received,41856826.43,11691640.5704,53548467.0004
PO-203438,SUP0002,HYD001,2024-12-09,2024-12-19,2024-12-19,Received,19691425.31,5311550.259800001,25002975.5698
PO-924780,SUP0008,PUN001,2022-08-13,2022-09-08,2022-09-08,Received,246562.86,44381.31479999999,290944.1748
PO-126077,SUP0004,PUN001,2024-04-21,2024-05-09,2024-05-09,Received,11346447.17,3077647.8136,14424094.9836
PO-362408,SUP0008,AHM001,2022-10-02,2022-10-28,2022-11-03,Received,34343110.059999995,9593244.6468,43936354.7068
PO-275090,SUP0005,DEL001,2020-11-21,2020-12-19,2020-12-19,Received,12720237.69,3498663.9252000004,16218901.6152
PO-710426,SUP0003,CHN001,2021-03-13,2021-03-29,2021-03-29,Received,18707895.96,5073189.2668,23781085.2268
PO-309934,SUP0005,HYD001,2019-10-24,2019-11-21,2019-11-21,Received,26026681.24,7287470.747199999,33314151.9872
PO-191091,SUP0001,KOL001,2024-12-07,2024-12-26,2024-12-28,Received,23900982.46,6692275.088800001,30593257.5488
PO-665516,SUP0008,PUN001,2020-04-24,2020-05-20,2020-05-20,Received,4479426.51,1254239.4228,5733665.9328000005
PO-210671,SUP0008,KOL001,2022-05-16,2022-06-11,2022-06-13,Received,19891736.03,5466548.712400001,25358284.7424
PO-204733,SUP0004,PUN001,2021-05-06,2021-05-24,2021-05-24,Received,4860428.390000001,1340447.1732,6200875.563200001
PO-373759,SUP0003,DEL001,2019-01-15,2019-01-31,2019-02-07,Received,16077524.020000003,4425259.133600001,20502783.153600004
PO-291227,SUP0002,HYD001,2019-06-25,2019-07-05,2019-07-05,Received,8069363.52,2202542.3506,10271905.8706
PO-680974,SUP0008,KOL001,2019-02-08,2019-03-06,2019-03-06,Received,24169089.9,6643469.726000001,30812559.626
PO-254908,SUP0001,CHN001,2019-04-29,2019-05-18,,Cancelled,18658248.5,5053428.940000001,23711677.44
PO-851586,SUP0001,DEL001,2023-07-13,2023-08-01,2023-08-02,Received,22911339.68,6193405.6374,29104745.3174
PO-228765,SUP0001,CHN001,2019-10-09,2019-10-28,2019-10-28,Received,12704750.1,3339005.5010000006,16043755.601000004
PO-754614,SUP0006,CHN001,2023-08-14,2023-08-24,2023-08-24,Received,265989.1,47878.03799999999,313867.138
PO-466787,SUP0004,PUN001,2023-07-09,2023-07-27,2023-07-27,Received,20765412.950000003,5761672.423,26527085.373
PO-486966,SUP0002,PUN001,2020-10-12,2020-10-22,2020-10-26,Received,14234520.8,3847447.895000001,18081968.695
PO-742914,SUP0006,CHN001,2021-09-16,2021-09-26,,Cancelled,7129992.99,1975685.6052,9105678.5952
PO-889004,SUP0004,DEL001,2023-01-12,2023-01-30,2023-01-30,Received,19656384.41,5330101.230800001,24986485.640800003
PO-131348,SUP0001,DEL001,2022-09-14,2022-10-03,2022-10-03,Received,837155.7500000001,234403.61000000004,1071559.36
PO-374489,SUP0007,AHM001,2022-10-31,2022-11-12,,Cancelled,1189744.68,214154.0424,1403898.7224
