invoice_uid,invoice_id,so_id,customer_id,branch_id,invoice_date,due_date,total_order_value,total_gst_amount,grand_total,payment_status,invoice_id_ambiguous
INVUID-000211,INV-916781,SO-797102,C0445,KOL001,2021-04-30,2021-06-29,1858430,519112.4,2377542.4,Paid,False
INVUID-000212,INV-980127,SO-133794,C0363,AHM001,2022-06-22,2022-07-22,1657120,454306.6,2111426.6,Unpaid,False
INVUID-000213,INV-460353,SO-926817,C0009,AHM001,2022-06-06,2022-08-05,2095630,583523.4,2679153.4,Paid,False
INVUID-000214,INV-190459,SO-889043,C0104,KOL001,2023-09-07,2023-11-06,125520,30198.6,155718.6,Paid,False
INVUID-000215,INV-370186,SO-790690,C0266,CHN001,2021-05-05,2021-06-04,644650,176047.0,820697.0,Paid,False
INVUID-000216,INV-258680,SO-170993,C0467,DEL001,2020-10-16,2020-10-31,89400,25032.000000000004,114432.0,Partially Paid,False
INVUID-000217,INV-661102,SO-691852,C0207,KOL001,2020-07-29,2020-08-28,1823010,506826.8000000001,2329836.8,Partially Paid,False
INVUID-000218,INV-524025,SO-340834,C0196,KOL001,2021-08-29,2021-10-28,1916940,519374.20000000007,2436314.2,Paid,False
INVUID-000219,INV-663590,SO-635999,C0321,HYD001,2022-03-14,2022-05-13,153000,42840.0,195840.0,Partially Paid,False
INVUID-000220,INV-210539,SO-377212,C0027,AHM001,2019-04-24,2019-06-08,560940,149844.2,710784.2,Partially Paid,False
INVUID-000221,INV-154351,SO-822368,C0405,PUN001,2019-05-04,2019-06-03,2943640,820995.2000000001,3764635.2,Paid,False
INVUID-000222,INV-349844,SO-298568,C0410,HYD001,2024-10-13,2024-11-12,852380,237898.4,1090278.4,Paid,False
INVUID-000223,INV-809898,SO-247563,C0190,CHN001,2019-07-22,2019-09-20,84500,23660.000000000004,108160.0,Paid,False
INVUID-000224,INV-702731,SO-954243,C0402,HYD001,2023-06-13,2023-06-28,1081340,292096.2,1373436.2,Paid,False
INVUID-000225,INV-155178,SO-398489,C0067,AHM001,2022-12-18,2023-01-02,1725310,480785.8000000001,2206095.8,Paid,False
INVUID-000226,INV-697554,SO-578726,C0431,PUN001,2019-09-16,2019-10-16,150580,41524.40000000001,192104.4,Paid,False
INVUID-000227,INV-587012,SO-926131,C0141,AHM001,2020-01-04,2020-03-04,277200,77616.00000000001,354816.0,Paid,False
INVUID-000228,INV-442769,SO-739025,C0329,PUN001,2020-07-27,2020-09-10,607600,156618.0,764218.0,Unpaid,False
INVUID-000229,INV-754788,SO-267218,C0025,PUN001,2021-02-06,2021-03-23,1185790,316932.20000000007,1502722.2,Paid,False
INVUID-000230,INV-704618,SO-989407,C0446,HYD001,2021-12-15,2022-01-14,1888210,526917.8,2415127.8,Paid,False
INVUID-000231,INV-848702,SO-333609,C0218,PUN001,2020-03-13,2020-04-12,4179160,1169828.8,5348988.8,Unpaid,False
INVUID-000232,INV-229626,SO-139040,C0168,PUN001,2019-09-12,2019-11-11,579410,144483.80000000002,723893.8,Unpaid,False
INVUID-000233,INV-298866,SO-418167,C0129,DEL001,2020-08-05,2020-09-19,751810,206005.8,957815.8,Paid,False
INVUID-000234,INV-839055,SO-194260,C0387,KOL001,2024-11-04,2024-12-19,2600,468.0,3068.0,Unpaid,False
INVUID-000235,INV-499937,SO-996362,C0134,AHM001,2021-03-07,2021-05-06,1223960,336987.80000000005,1560947.8,Paid,False
INVUID-000236,INV-888820,SO-926317,C0304,DEL001,2019-11-28,2020-01-27,555600,128738.0,684338.0,Partially Paid,False
INVUID-000237,INV-229206,SO-503656,C0222,DEL001,2024-11-23,2024-12-23,344640,87935.2,432575.2,Paid,False
INVUID-000238,INV-264313,SO-150015,C0110,CHN001,2022-09-26,2022-10-26,2311820,634737.6000000001,2946557.6,Paid,False
INVUID-000239,INV-405142,SO-880049,C0037,PUN001,2020-03-04,2020-04-03,54950,9891.0,64841.0,Paid,False
INVUID-000240,INV-973446,SO-945640,C0149,AHM001,2023-05-25,2023-06-24,1377600,377108.00000000006,1754708.0,Paid,False
INVUID-000241,INV-979533,SO-491168,C0319,KOL001,2021-04-24,2021-05-24,1681840,468161.20000000007,2150001.2,Paid,False
INVUID-000242,INV-166581,SO-558528,C0062,HYD001,2019-05-19,2019-07-18,1013600,279758.0,1293358.0,Paid,False
INVUID-000243,INV-895312,SO-595780,C0304,DEL001,2024-09-07,2024-11-06,135200,37856.0,173056.0,Paid,False
INVUID-000244,INV-508847,SO-316830,C0243,DEL001,2023-05-28,2023-07-27,437410,114058.8,551468.8,Paid,False
INVUID-000245,INV-382760,SO-307774,C0491,CHN001,2020-07-05,2020-09-03,535890,146080.2,681970.2,Paid,False
INVUID-000246,INV-943622,SO-827570,C0468,HYD001,2021-12-11,2022-02-09,699640,184495.2,884135.2,Paid,False
INVUID-000247,INV-736491,SO-324577,C0152,CHN001,2024-01-10,2024-01-25,491080,132194.40000000002,623274.4,Paid,False
INVUID-000248,INV-422787,SO-523816,C0247,AHM001,2021-12-30,2022-02-13,2103000,573510.0000000001,2676510.0,Paid,False
INVUID-000249,INV-340163,SO-679030,C0300,DEL001,2019-07-25,2019-08-09,3292440,921519.2,4213959.2,Partially Paid,False
INVUID-000250,INV-886303,SO-780541,C0298,CHN001,2024-05-30,2024-06-29,1552830,432269.4,1985099.4,Partially Paid,False
INVUID-000251,INV-157458,SO-944757,C0499,PUN001,2022-11-18,2022-12-18,2595920,724920.6000000001,3320840.6,Paid,False
INVUID-000252,INV-977102,SO-138405,C0066,HYD001,2023-09-17,2023-11-16,621720,166874.6,788594.6,Paid,False
INVUID-000253,INV-549463,SO-276112,C0113,CHN001,2023-10-04,2023-11-03,2066900,569412.0,2636312.0,Paid,False
INVUID-000254,INV-684405,SO-148287,C0250,PUN001,2020-12-04,2021-01-03,3840,691.1999999999999,4531.2,Paid,False
INVUID-000255,INV-396963,SO-397062,C0087,HYD001,2021-08-18,2021-10-17,73830,18359.4,92189.4,Paid,False
INVUID-000256,INV-312540,SO-253046,C0035,CHN001,2023-12-09,2024-02-07,2320,417.6,2737.6,Paid,False
INVUID-000257,INV-727313,SO-275921,C0236,KOL001,2021-12-13,2021-12-28,165860,43374.8,209234.8,Paid,False
INVUID-000258,INV-492978,SO-302812,C0279,CHN001,2023-05-21,2023-06-20,396890,108620.2,505510.2,Unpaid,False
INVUID-000259,INV-570704,SO-754175,C0411,HYD001,2024-01-19,2024-02-18,2005900,534417.0,2540317.0,Paid,False
INVUID-000260,INV-244183,SO-400845,C0199,AHM001,2023-05-03,2023-06-17,648980,179846.40000000002,828826.4,Paid,False
INVUID-000261,INV-834838,SO-868008,C0084,PUN001,2024-01-29,2024-03-29,1876400,523432.00000000006,2399832.0,Paid,False
INVUID-000262,INV-447684,SO-154761,C0134,AHM001,2019-07-14,2019-09-12,3308880,921048.4,4229928.4,Unpaid,False
INVUID-000263,INV-529150,SO-154966,C0025,PUN001,2023-01-01,2023-02-15,2788420,776285.6000000001,3564705.6,Paid,False
INVUID-000264,INV-220146,SO-231253,C0338,AHM001,2020-08-30,2020-10-29,2413960,651667.8,3065627.8,Partially Paid,False
INVUID-000265,INV-582130,SO-330632,C0324,CHN001,2021-05-03,2021-06-17,918880,253178.4,1172058.4,Paid,False
INVUID-000266,INV-220059,SO-418897,C0003,DEL001,2024-02-21,2024-03-22,460900,126442.0,587342.0,Partially Paid,False
INVUID-000267,INV-883172,SO-442532,C0315,AHM001,2020-05-12,2020-06-26,1843340,511781.20000000007,2355121.2,Partially Paid,False
INVUID-000268,INV-706559,SO-841938,C0468,HYD001,2024-01-02,2024-03-02,12960,2332.8,15292.8,Unpaid,False
INVUID-000269,INV-512120,SO-829649,C0436,KOL001,2024-10-06,2024-11-05,220700,56776.00000000001,277476.0,Paid,False
INVUID-000270,INV-560046,SO-929349,C0214,PUN001,2019-08-16,2019-09-30,375600,102578.0,478178.0,Paid,False
INVUID-000271,INV-813014,SO-354813,C0094,PUN001,2023-06-03,2023-07-03,1026600,275668.00000000006,1302268.0,Paid,False
INVUID-000272,INV-959763,SO-461823,C0443,KOL001,2021-03-22,2021-04-21,914450,235601.00000000003,1150051.0,Paid,False
INVUID-000273,INV-750210,SO-142899,C0491,CHN001,2020-01-12,2020-03-12,1373150,364667.00000000006,1737817.0,Paid,False
INVUID-000274,INV-458461,SO-383024,C0291,HYD001,2020-10-29,2020-11-28,1405280,378270.4,1783550.4,Unpaid,False
INVUID-000275,INV-362036,SO-280317,C0134,AHM001,2019-06-11,2019-08-10,2674450,721426.0000000001,3395876.0,Unpaid,False
INVUID-000276,INV-307357,SO-648676,C0303,AHM001,2021-11-04,2021-12-19,168350,47138.00000000001,215488.0,Paid,False
INVUID-000277,INV-670523,SO-418236,C0141,AHM001,2023-06-14,2023-08-13,7680,1382.4,9062.4,Paid,False
INVUID-000278,INV-649238,SO-588824,C0326,KOL001,2024-01-24,2024-02-23,1154060,303845.80000000005,1457905.8,Paid,False
INVUID-000279,INV-786620,SO-669488,C0347,DEL001,2023-07-12,2023-08-26,12650,2277.0,14927.0,Partially Paid,False
INVUID-000280,INV-754199,SO-419551,C0177,PUN001,2023-12-19,2024-02-02,1921550,530924.0,2452474.0,Paid,False
INVUID-000281,INV-245823,SO-887377,C0439,CHN001,2020-02-02,2020-03-03,161230,40851.4,202081.4,Unpaid,False
INVUID-000282,INV-365987,SO-126523,C0388,PUN001,2024-10-21,2024-11-20,1445050,402559.00000000006,1847609.0,Paid,False
INVUID-000283,INV-779136,SO-250597,C0463,AHM001,2022-02-06,2022-02-21,318400,89152.00000000001,407552.0,Paid,False
INVUID-000284,INV-162740,SO-629115,C0324,CHN001,2023-06-10,2023-07-25,1155560,310495.80000000005,1466055.8,Partially Paid,False
INVUID-000285,INV-893912,SO-877560,C0331,DEL001,2021-10-05,2021-11-19,590000,162900.0,752900.0,Partially Paid,False
INVUID-000286,INV-360714,SO-988074,C0355,HYD001,2024-12-09,2025-01-23,317700,88716.00000000001,406416.0,Unpaid,False
INVUID-000287,INV-272857,SO-892052,C0089,AHM001,2024-10-07,2024-11-06,341400,95592.0,436992.0,Paid,False
INVUID-000288,INV-533653,SO-506148,C0136,AHM001,2021-09-10,2021-10-10,963700,257916.0,1221616.0,Paid,False
INVUID-000289,INV-451975,SO-529095,C0136,AHM001,2022-11-11,2022-12-11,1785950,500066.00000000006,2286016.0,Paid,False
INVUID-000290,INV-535899,SO-309210,C0454,PUN001,2024-11-19,2024-12-04,626510,170526.80000000005,797036.8,Paid,False
INVUID-000291,INV-627459,SO-863889,C0264,PUN001,2020-11-29,2021-01-28,663950,183301.0,847251.0,Partially Paid,False
INVUID-000292,INV-828281,SO-245959,C0460,DEL001,2024-01-16,2024-03-16,1690000,470880.00000000006,2160880.0,Paid,False
INVUID-000293,INV-149737,SO-232919,C0210,PUN001,2024-01-06,2024-02-20,1744000,483980.00000000006,2227980.0,Paid,False
INVUID-000294,INV-802656,SO-679142,C0033,CHN001,2019-11-30,2020-01-29,2702400,755532.0,3457932.0,Paid,False
INVUID-000295,INV-596171,SO-530466,C0241,AHM001,2022-02-21,2022-04-22,665500,185320.0,850820.0,Paid,False
INVUID-000296,INV-289217,SO-915892,C0115,KOL001,2020-12-06,2021-01-05,133530,36985.40000000001,170515.4,Paid,False
INVUID-000297,INV-902964,SO-801037,C0408,HYD001,2022-01-08,2022-03-09,1274550,340349.00000000006,1614899.0,Paid,False
INVUID-000298,INV-352127,SO-854414,C0373,HYD001,2023-06-23,2023-07-08,3060730,835146.4,3895876.4,Paid,False
INVUID-000299,INV-341259,SO-718625,C0352,KOL001,2021-09-29,2021-11-13,2426200,677056.0000000001,3103256.0,Paid,False
INVUID-000300,INV-415673,SO-320847,C0358,PUN001,2020-09-21,2020-10-06,934050,260649.00000000003,1194699.0,Paid,False
INVUID-000301,INV-521672,SO-702759,C0171,CHN001,2019-07-11,2019-07-26,971570,253917.60000000003,1225487.6,Paid,False
INVUID-000302,INV-259216,SO-340124,C0367,CHN001,2024-11-18,2025-01-17,1847950,512826.00000000006,2360776.0,Paid,False
INVUID-000303,INV-784335,SO-410392,C0373,HYD001,2021-06-11,2021-06-26,2223550,586924.0000000001,2810474.0,Paid,False
INVUID-000304,INV-217275,SO-654633,C0378,DEL001,2019-04-27,2019-05-27,20300,3654.0,23954.0,Paid,False
INVUID-000305,INV-641457,SO-797016,C0421,CHN001,2020-08-03,2020-09-02,1459240,353463.2,1812703.2,Paid,False
INVUID-000306,INV-981022,SO-531634,C0488,CHN001,2019-08-15,2019-09-14,2271210,620187.8,2891397.8,Paid,False
INVUID-000307,INV-847653,SO-713489,C0442,KOL001,2023-07-16,2023-07-31,2941600,819878.0000000001,3761478.0,Partially Paid,False
INVUID-000308,INV-713911,SO-277772,C0467,DEL001,2019-05-13,2019-05-28,932280,234890.4,1167170.4,Paid,False
INVUID-000309,INV-623277,SO-163700,C0053,DEL001,2021-07-26,2021-09-24,1711770,478838.6,2190608.6,Partially Paid,False
INVUID-000310,INV-881354,SO-230211,C0487,DEL001,2022-07-28,2022-08-12,16740,3013.2,19753.2,Partially Paid,False
INVUID-000311,INV-600537,SO-703649,C0013,AHM001,2021-04-12,2021-05-12,1655000,430150.0,2085150.0,Paid,False
INVUID-000312,INV-768477,SO-171079,C0027,AHM001,2020-03-23,2020-05-07,1124240,314383.20000000007,1438623.2,Paid,False
INVUID-000313,INV-844399,SO-120435,C0093,CHN001,2020-04-09,2020-05-09,774400,214542.00000000003,988942.0,Paid,False
INVUID-000314,INV-482847,SO-714573,C0156,CHN001,2023-06-25,2023-07-10,2593990,721148.2000000001,3315138.2,Partially Paid,False
INVUID-000315,INV-361583,SO-624730,C0285,PUN001,2024-12-14,2024-12-29,724550,181039.0,905589.0,Paid,True
INVUID-000316,INV-175876,SO-612256,C0021,HYD001,2022-01-04,2022-01-19,278950,68801.0,347751.0,Paid,False
INVUID-000317,INV-464112,SO-780516,C0380,HYD001,2021-03-20,2021-05-04,1141840,309836.2,1451676.2,Paid,False
INVUID-000318,INV-570985,SO-956260,C0121,PUN001,2020-05-17,2020-06-16,1588260,444616.8000000001,2032876.8,Paid,False
INVUID-000319,INV-432823,SO-544811,C0028,PUN001,2019-06-11,2019-07-26,128460,23122.8,151582.8,Paid,False
INVUID-000320,INV-523025,SO-785931,C0326,KOL001,2019-09-04,2019-10-04,21900,6132.000000000001,28032.0,Partially Paid,False
INVUID-000321,INV-772546,SO-128929,C0249,AHM001,2024-01-03,2024-02-17,2649350,741093.0,3390443.0,Paid,False
INVUID-000322,INV-565118,SO-590847,C0077,DEL001,2022-11-09,2023-01-08,706000,197680.00000000003,903680.0,Paid,False
INVUID-000323,INV-730194,SO-272523,C0046,AHM001,2023-07-19,2023-09-02,1426600,398728.00000000006,1825328.0,Paid,False
INVUID-000324,INV-773901,SO-600078,C0021,HYD001,2020-08-26,2020-09-10,774450,206201.00000000003,980651.0,Paid,False
INVUID-000325,INV-546140,SO-882920,C0150,AHM001,2021-05-17,2021-07-01,813170,222170.60000000003,1035340.6,Paid,False
INVUID-000326,INV-466512,SO-524487,C0275,AHM001,2022-10-03,2022-10-18,56500,15820.000000000002,72320.0,Paid,False
INVUID-000327,INV-442290,SO-819630,C0046,AHM001,2024-12-22,2025-02-05,2717980,757996.4000000001,3475976.4,Paid,False
INVUID-000328,INV-812083,SO-251227,C0469,KOL001,2024-12-29,2025-02-12,2750950,762741.0,3513691.0,Paid,False
INVUID-000329,INV-500698,SO-777918,C0494,CHN001,2020-02-10,2020-03-26,15950,2871.0,18821.0,Partially Paid,False
INVUID-000330,INV-317751,SO-549439,C0009,AHM001,2020-04-05,2020-06-04,1114910,297523.80000000005,1412433.8,Paid,False
INVUID-000331,INV-712509,SO-826352,C0130,PUN001,2023-09-10,2023-10-25,10150,1827.0,11977.0,Paid,False
INVUID-000332,INV-721293,SO-747018,C0233,KOL001,2020-03-23,2020-05-07,2264950,633791.0000000001,2898741.0,Paid,False
INVUID-000333,INV-449696,SO-657554,C0100,KOL001,2021-05-06,2021-06-05,222290,61482.2,283772.2,Paid,False
INVUID-000334,INV-768057,SO-424931,C0120,HYD001,2019-01-13,2019-02-12,98630,17753.4,116383.4,Paid,False
INVUID-000335,INV-660489,SO-868012,C0435,CHN001,2019-10-21,2019-12-05,2739220,759399.6000000001,3498619.6,Paid,False
INVUID-000336,INV-753316,SO-891997,C0112,HYD001,2019-05-15,2019-06-29,1985910,548153.8,2534063.8,Paid,False
INVUID-000337,INV-778595,SO-158806,C0251,CHN001,2023-05-17,2023-06-16,13680,2462.4,16142.4,Partially Paid,False
INVUID-000338,INV-268736,SO-745741,C0063,DEL001,2020-12-24,2021-01-23,2595200,698481.0,3293681.0,Unpaid,False
INVUID-000339,INV-637376,SO-658632,C0080,CHN001,2023-05-04,2023-06-18,2498710,684607.8,3183317.8,Paid,False
INVUID-000340,INV-824854,SO-747397,C0134,AHM001,2020-11-17,2021-01-16,3129460,868687.8000000002,3998147.8,Paid,False
INVUID-000341,INV-923912,SO-536155,C0167,HYD001,2021-06-22,2021-07-22,1477880,376533.4,1854413.4,Paid,False
INVUID-000342,INV-876252,SO-232992,C0277,PUN001,2024-07-13,2024-09-11,830590,230506.20000000004,1061096.2,Paid,False
INVUID-000343,INV-527636,SO-134648,C0304,DEL001,2025-01-07,2025-03-08,336080,79584.4,415664.4,Paid,False
INVUID-000344,INV-849623,SO-795107,C0292,AHM001,2019-01-30,2019-02-14,2300,414.0,2714.0,Paid,False
INVUID-000345,INV-189557,SO-433964,C0073,CHN001,2021-06-16,2021-07-16,3955200,1100856.0,5056056.0,Unpaid,False
INVUID-000346,INV-540329,SO-921017,C0043,CHN001,2019-11-23,2019-12-23,343580,96144.4,439724.4,Partially Paid,False
INVUID-000347,INV-920141,SO-304527,C0047,PUN001,2019-07-18,2019-09-16,2954340,786676.2000000001,3741016.2,Paid,False
INVUID-000348,INV-920331,SO-269682,C0393,KOL001,2019-10-16,2019-10-31,123180,33122.4,156302.4,Partially Paid,False
INVUID-000349,INV-180343,SO-899999,C0198,AHM001,2019-04-09,2019-06-08,6600190,1835604.2,8435794.2,Paid,False
INVUID-000350,INV-785206,SO-894737,C0356,DEL001,2024-10-15,2024-11-29,863300,231344.00000000003,1094644.0,Unpaid,False
INVUID-000351,INV-693498,SO-527304,C0364,KOL001,2020-04-06,2020-05-06,688850,191863.00000000003,880713.0,Paid,False
INVUID-000352,INV-628856,SO-920059,C0228,CHN001,2019-09-12,2019-10-12,1453990,405093.20000000007,1859083.2,Paid,False
INVUID-000353,INV-562591,SO-911317,C0227,KOL001,2023-06-24,2023-07-24,783870,218956.6,1002826.6,Paid,False
INVUID-000354,INV-878185,SO-234319,C0348,DEL001,2019-04-23,2019-06-22,3549850,992913.0,4542763.0,Paid,False
INVUID-000355,INV-233625,SO-108101,C0081,HYD001,2019-02-15,2019-03-02,851860,210429.8,1062289.8,Paid,False
INVUID-000356,INV-166804,SO-975444,C0480,AHM001,2022-03-22,2022-05-06,1295350,338663.0,1634013.0,Paid,True
INVUID-000357,INV-644797,SO-929248,C0093,CHN001,2024-07-01,2024-07-31,870750,239895.00000000003,1110645.0,Paid,False
INVUID-000358,INV-801186,SO-285765,C0155,KOL001,2020-06-28,2020-07-28,711320,196102.60000000003,907422.6,Paid,False
INVUID-000359,INV-461027,SO-212666,C0062,HYD001,2024-01-03,2024-03-03,3092910,861883.8,3954793.8,Paid,False
INVUID-000360,INV-565419,SO-533712,C0263,CHN001,2021-07-25,2021-09-23,966430,261107.4,1227537.4,Partially Paid,False
INVUID-000361,INV-568008,SO-449734,C0398,HYD001,2022-11-13,2022-12-13,359700,100716.0,460416.0,Partially Paid,False
INVUID-000362,INV-939886,SO-165764,C0267,HYD001,2022-08-04,2022-10-03,636800,178304.00000000003,815104.0,Paid,False
INVUID-000363,INV-847916,SO-220091,C0093,CHN001,2024-08-29,2024-09-28,1113650,285752.0,1399402.0,Paid,False
INVUID-000364,INV-187203,SO-281642,C0042,CHN001,2020-12-20,2021-01-04,2157900,601412.0000000001,2759312.0,Paid,False
INVUID-000365,INV-133586,SO-359118,C0261,DEL001,2023-09-22,2023-10-22,364400,97442.0,461842.0,Paid,False
INVUID-000366,INV-487080,SO-373382,C0267,HYD001,2020-09-11,2020-11-10,1744600,479473.00000000006,2224073.0,Partially Paid,False
INVUID-000367,INV-777140,SO-568746,C0079,DEL001,2021-05-13,2021-07-12,86350,15543.0,101893.0,Paid,False
INVUID-000368,INV-564530,SO-899804,C0365,KOL001,2021-02-18,2021-04-19,2100720,544979.6000000001,2645699.6,Paid,False
INVUID-000369,INV-174288,SO-562795,C0022,CHN001,2024-09-06,2024-11-05,1438000,402640.00000000006,1840640.0,Paid,False
INVUID-000370,INV-489554,SO-170985,C0462,CHN001,2019-01-09,2019-01-24,5760,1036.8,6796.8,Paid,True
INVUID-000371,INV-186305,SO-639729,C0079,DEL001,2023-06-24,2023-08-23,331200,92736.0,423936.0,Partially Paid,False
INVUID-000372,INV-448100,SO-912985,C0435,CHN001,2023-01-14,2023-02-28,2137950,569996.0000000001,2707946.0,Paid,False
INVUID-000373,INV-568301,SO-348533,C0247,AHM001,2023-09-08,2023-10-23,1611670,447165.6,2058835.6,Partially Paid,False
INVUID-000374,INV-560175,SO-552276,C0326,KOL001,2022-05-23,2022-06-22,1152070,297822.60000000003,1449892.6,Paid,False
INVUID-000375,INV-678575,SO-675182,C0418,PUN001,2024-01-04,2024-01-19,1880510,523491.8000000001,2404001.8,Paid,False
INVUID-000376,INV-917014,SO-862666,C0146,AHM001,2023-08-31,2023-10-30,2889580,789054.4,3678634.4,Partially Paid,False
INVUID-000377,INV-689934,SO-162991,C0240,HYD001,2023-08-15,2023-09-14,3046950,832631.0000000001,3879581.0,Paid,False
INVUID-000378,INV-705766,SO-379924,C0233,KOL001,2023-07-20,2023-09-03,1613170,449570.6,2062740.6,Partially Paid,False
INVUID-000379,INV-635809,SO-251613,C0413,CHN001,2020-08-16,2020-08-31,1507940,404114.20000000007,1912054.2,Paid,False
INVUID-000380,INV-104647,SO-846069,C0042,CHN001,2020-11-20,2020-12-05,2168600,591708.0,2760308.0,Unpaid,False
INVUID-000381,INV-918824,SO-654702,C0251,CHN001,2024-07-19,2024-08-18,103600,29008.000000000004,132608.0,Partially Paid,False
INVUID-000382,INV-197480,SO-534678,C0078,HYD001,2022-09-18,2022-10-18,1721320,480287.6,2201607.6,Partially Paid,False
INVUID-000383,INV-209090,SO-565259,C0060,HYD001,2022-03-19,2022-05-18,3752330,1043499.4,4795829.4,Unpaid,False
INVUID-000384,INV-880269,SO-775411,C0237,HYD001,2021-03-17,2021-04-16,1349670,356840.60000000003,1706510.6,Paid,False
INVUID-000385,INV-722907,SO-482490,C0188,PUN001,2020-07-30,2020-08-29,1756220,486299.6000000001,2242519.6,Unpaid,False
INVUID-000386,INV-234629,SO-780097,C0399,CHN001,2024-04-04,2024-05-04,113300,31724.000000000004,145024.0,Paid,False
INVUID-000387,INV-744079,SO-527796,C0041,HYD001,2019-11-25,2020-01-24,683300,172964.0,856264.0,Paid,False
INVUID-000388,INV-217947,SO-258479,C0002,HYD001,2019-04-06,2019-05-06,377560,104900.80000000002,482460.8,Paid,False
INVUID-000389,INV-492960,SO-739447,C0252,CHN001,2020-11-16,2020-12-31,460210,106552.8,566762.8,Partially Paid,False
INVUID-000390,INV-134011,SO-542231,C0439,CHN001,2021-06-09,2021-07-09,212200,53306.0,265506.0,Paid,False
INVUID-000391,INV-965685,SO-716340,C0159,CHN001,2021-10-18,2021-12-02,1460280,404030.4000000001,1864310.4,Paid,False
INVUID-000392,INV-730284,SO-414355,C0254,AHM001,2023-12-20,2024-01-19,2730550,758099.0000000001,3488649.0,Paid,False
INVUID-000393,INV-843094,SO-552930,C0256,PUN001,2024-09-06,2024-10-21,125600,22608.0,148208.0,Paid,False
INVUID-000394,INV-178768,SO-259954,C0276,KOL001,2021-10-24,2021-12-08,297620,63741.600000000006,361361.6,Paid,False
INVUID-000395,INV-244312,SO-193811,C0153,PUN001,2019-04-06,2019-05-06,3261980,901436.4,4163416.4,Paid,False
